signal_type,ticker,n,stocks,stop_rate_pct,hit2_before_stop_pct,hit3_before_stop_pct,hit5_before_stop_pct,avg_mfe_before_stop_pct,avg_mae_before_stop_pct,avg_ret_5d_pct,avg_ret_10d_pct,avg_ret_15d_pct,avg_ret_20d_pct,median_swing_distance_pct
V0.1,BAC,2,1,50.0,50.0,50.0,50.0,6.216677885259003,-2.320864733335537,3.094785770381925,2.6195668225986735,7.841658586953393,7.612584920831422,4.091036063268117
V0.1,BBT,2,1,50.0,100.0,100.0,100.0,6.122202872743099,-6.051827718012237,0.899334980323041,-1.178795545399114,-0.932510167030848,-2.5817065505173598,6.367849937609793
V0.1,BCR,1,1,100.0,0.0,0.0,0.0,0.5889737699663389,-2.2957957155831044,-2.2330252684438445,-1.526523852769912,-3.6700678455045765,0.5889737699663389,2.1514618207615355
V0.1,BDX,3,1,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,6.298554442186809,-2.86862520111583,0.7451623424679532,1.713250552427222,1.3855922743893467,5.674655819105408,2.457786116322702
V0.1,CB,4,1,50.0,75.0,75.0,50.0,4.281057155215135,-3.5272255734332707,0.7868884677656118,-1.4923446117523553,-0.2725332354955867,-1.2256548634913962,4.780307259176553
V0.1,CLX,2,1,0.0,50.0,0.0,0.0,2.430931396104641,-2.472977125470427,-0.34064838920048746,0.5923150583372783,0.46990660911387927,0.4052362075206706,3.6252382920223036
V0.1,CMA,2,1,0.0,100.0,100.0,50.0,13.631895190545572,-2.113901102011295,12.003474435264794,7.59836091672621,6.138924615068925,8.345832582675339,6.16314458741255
V0.1,CTL,4,1,50.0,100.0,25.0,25.0,4.271242168358574,-3.0694427197525824,-0.5978750658250183,-1.5399157418205411,-0.06624949679973591,0.18881021213041949,2.9797408806987113
V0.1,DOV,2,1,50.0,50.0,50.0,50.0,5.074600842732281,-4.637290884825885,-1.2629957888494858,2.1131640496560355,1.9318368343460013,0.9454213313236537,4.158385517618413
V0.1,EMR,2,1,100.0,0.0,0.0,0.0,1.8408244217377967,-6.623702381925655,-4.733058514541555,-3.6342820603208814,2.613007514940219,5.9742789699163525,4.915541930300316
V0.1,FHN,2,1,100.0,100.0,50.0,50.0,5.678287600912757,-6.593421959321666,-2.2113526300031383,-1.760567773634869,-7.16254587397907,0.06507080882564575,5.543074314783992
V0.1,FITB,3,1,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,12.896896419909025,-5.984666683052442,-0.12175173135727431,5.144387807747168,8.316115393047086,4.402508470614341,8.058667804223196
V0.1,GE,3,1,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,2.81353826024795,-4.729863885390673,-2.459404769732417,-0.2447399708712513,-1.2116445081704434,-0.8672392022051167,4.846444240383629
V0.1,GWW,4,1,50.0,50.0,50.0,50.0,4.882679353249553,-3.547186230253951,1.7214344543043936,1.0542083224800298,4.449619717185355,4.573646028330719,3.7646085529565387
V0.1,JCI,2,1,0.0,100.0,100.0,100.0,11.232843197294638,-2.6752687703776035,0.44851908270436835,4.5342718711148144,7.604459279272902,7.666936427477744,3.5396032684877454
V0.1,JNJ,2,1,0.0,50.0,50.0,50.0,4.781348733075729,-1.7908654510102706,0.5916627486818704,1.3476063878818612,1.8085330261658594,3.3521218364505945,2.321689960627815
V0.1,KMB,1,1,100.0,0.0,0.0,0.0,0.23869427778853147,-1.6127991742468262,-1.4085112788422283,0.2558974689804927,0.030105584585937706,2.072984538631917,1.3556810008500175
V0.1,KO,4,1,0.0,100.0,100.0,100.0,7.817868733663884,-1.1784426692296512,1.4499513944831677,2.757509146423037,5.164835330442886,5.951975328580334,2.0169195645837745
V0.1,LEG,2,1,0.0,100.0,100.0,50.0,13.523115478107751,-1.2972003263549192,5.721895321586412,7.71243491411191,11.847071391604636,11.159279842928871,3.9864495686238066
V0.1,LLY,2,1,100.0,50.0,0.0,0.0,1.578358486563436,-3.7446827334997597,-2.136944181646172,-1.061477704931546,-5.71522449898807,-1.1326619661243265,3.1397294187536895
V0.1,LOW,1,1,0.0,100.0,100.0,100.0,14.117853384777268,-4.66502981410033,-3.624459254062906,1.2334853267859103,6.360341400678116,11.791184379749797,7.267824669216805
V0.1,MCD,3,1,33.33333333333333,66.66666666666666,33.33333333333333,33.33333333333333,3.2947931722054236,-3.0834120078209843,-0.5468486768911762,1.0068347779084164,-0.994162311013517,-0.2863907351445409,3.1568545870605424
