ticker,signal_type,signal_date,entry_date,entry_open,regime,swing_start,swing_low,swing_distance_pct,stop_hit_20d,days_to_stop,mfe_20d_pct,mae_20d_pct,mfe_before_stop_pct,mae_before_stop_pct,ret_5d_pct,ret_10d_pct,ret_15d_pct,ret_20d_pct,hit_2pct_before_stop,days_to_2pct,hit_3pct_before_stop,days_to_3pct,hit_5pct_before_stop,days_to_5pct,window,macd_group,data_ticker,spy_close,spy_ma50,spy_ma200
GPC,MACD_PASS,2015-01-21,2015-01-22,90.918,GREEN,2015-01-12,87.104,4.378673769287289,True,6.0,0.8029213137112468,-6.513561670956259,0.8029213137112468,-5.50716029829077,-2.869618777359828,-2.332871378604906,-1.476055346576055,-1.9963043621725185,False,,False,,False,,2015_2016,MACD_PASS,,,,
GWW,MACD_PASS,2015-01-21,2015-01-22,229.07,GREEN,2015-01-13,219.55,4.33614210885902,True,2.0,0.9953289387523379,-6.60060243593662,0.9953289387523379,-4.775832714890649,-3.7936002095429355,-1.680708953594967,-4.020605055223281,-2.4533985244685086,False,,False,,False,,2015_2016,MACD_PASS,,,,
SWK,MACD_PASS,2015-01-21,2015-01-22,88.074,GREEN,2015-01-15,85.584,2.9094223219293225,False,,6.623975293503204,-3.1382700910597805,6.623975293503204,-3.1382700910597805,2.764720575879376,3.398278720167136,4.6052183391239065,6.387810250471193,True,5.0,True,5.0,True,16.0,2015_2016,MACD_PASS,,,,
TROW,MACD_PASS,2015-01-21,2015-01-22,73.674,GREEN,2015-01-14,71.323,3.2962718898532195,True,5.0,4.168363330347202,-4.70586638434185,4.168363330347202,-4.70586638434185,-3.2033010288568753,-0.07601053288814885,0.5700789966609499,2.101148301978961,True,0.0,True,2.0,False,,2015_2016,MACD_PASS,,,,
ADM,MACD_PASS,2015-01-23,2015-01-26,44.088,GREEN,2015-01-07,43.063,2.3802336112207723,True,7.0,2.96679368535655,-3.79241516966069,2.5607875158773385,-3.79241516966069,1.0320268553801526,-0.6237524950099771,0.7915986209399373,2.6492469606242075,True,1.0,False,,False,,2015_2016,MACD_PASS,,,,
ABT,MACD_FAIL,2015-01-29,2015-01-30,42.599,GREEN,2015-01-27,40.674,4.732753110094889,False,,5.457874597995271,-2.467194065588385,5.457874597995271,-2.467194065588385,0.21596751097445743,1.5188149956571806,4.225451301673755,4.007136317753934,True,11.0,True,14.0,True,17.0,2015_2016,MACD_FAIL,,,,
CL,MACD_FAIL,2015-01-29,2015-01-30,64.285,GREEN,2015-01-27,61.011,5.366245431151739,False,,4.301158901765567,-2.003577817531299,4.301158901765567,-2.003577817531299,1.390682118690223,2.5309170101890155,3.408260091778792,3.8920432449249587,True,3.0,True,11.0,False,,2015_2016,MACD_FAIL,,,,
ABBV,MACD_FAIL,2015-02-02,2015-02-03,55.815,GREEN,2015-01-22,53.142,5.029919837416719,True,1.0,0.48732419600467924,-10.42192958882021,0.26157842873779646,-8.033682701782663,-7.648481590970169,-3.830511511242496,-1.5909701693093248,-2.157126220550032,False,,False,,False,,2015_2016,MACD_FAIL,,,,
PEP,MACD_FAIL,2015-02-02,2015-02-03,88.78,GREEN,2015-01-30,86.504,2.631092203828711,False,,4.938049110159937,-0.45731020500113795,4.938049110159937,-0.45731020500113795,2.048884883982871,3.4455958549222787,3.623563865735524,2.073665239918898,True,5.0,True,6.0,False,,2015_2016,MACD_FAIL,,,,
WBA,MACD_FAIL,2015-02-02,2015-02-03,71.133,GREEN,2015-01-29,69.128,2.9004166184469327,False,,12.36416290610547,-1.2132203056246738,12.36416290610547,-1.2132203056246738,2.093261917815936,3.992521052113651,6.961607130305203,10.987867796943762,True,3.0,True,6.0,True,6.0,2015_2016,MACD_FAIL,,,,
BDX,MACD_FAIL,2015-02-03,2015-02-04,134.46,GREEN,2015-01-30,130.03,3.4069060985926436,False,,6.63394318012791,-1.100699092666979,6.63394318012791,-1.100699092666979,0.8478357875948195,1.9485348802617874,5.615052803807807,6.299271158708919,True,1.0,True,1.0,True,13.0,2015_2016,MACD_FAIL,,,,
JNJ,MACD_PASS,2015-02-03,2015-02-04,94.595,GREEN,2015-01-30,92.049,2.765918152288438,True,6.0,1.9546487657910117,-4.8734076853956365,0.42496960727311794,-4.8734076853956365,-1.7125640890110483,-1.397536867699145,1.3753369628416001,1.0920238913261882,False,,False,,False,,2015_2016,MACD_PASS,,,,
SYY,MACD_FAIL,2015-02-03,2015-02-04,36.689,GREEN,2015-01-30,35.245,4.097035040431285,False,,2.2731608929106972,-2.9518384256861707,2.2731608929106972,-2.9518384256861707,-1.668074899833738,-2.5702526642862877,-1.1065987080596362,-1.1583853471067496,True,3.0,False,,False,,2015_2016,MACD_FAIL,,,,
KMB,MACD_PASS,2015-02-04,2015-02-05,101.22,GREEN,2015-01-27,98.876,2.370646061733872,False,,1.5807152736613261,-2.433313574392404,1.5807152736613261,-2.433313574392404,0.06915629322268302,0.7804781663702798,-0.4149377593360981,-2.1981821774352817,False,,False,,False,,2015_2016,MACD_PASS,,,,
KO,MACD_PASS,2015-02-04,2015-02-05,38.218,GREEN,2015-01-29,37.393,2.2062952959110094,False,,4.448165785755398,-1.8237479721597172,4.448165785755398,-1.8237479721597172,0.8817834528232593,0.40556805693650055,3.592548014024799,-0.6724580040818551,True,3.0,True,15.0,False,,2015_2016,MACD_PASS,,,,
VFC,MACD_FAIL,2015-02-04,2015-02-05,64.883,GREEN,2015-01-20,63.77,1.7453347969264454,False,,12.212752184701703,-2.1746836613596665,12.212752184701703,-2.1746836613596665,2.3642556601883413,9.285945471078726,10.52664026016059,7.849513740116842,True,1.0,True,6.0,True,6.0,2015_2016,MACD_FAIL,,,,
HCP,MACD_PASS,2015-02-18,2015-02-19,37.291,GREEN,2015-02-04,35.588,4.785320894683598,True,11.0,0.46123729586229345,-8.404172588560243,0.46123729586229345,-7.712316644766826,-4.043871175350611,-3.668445469416204,-7.371751897240609,-5.282776004934164,False,,False,,False,,2015_2016,MACD_PASS,,,,
ED,MACD_PASS,2015-02-20,2015-02-23,58.371,GREEN,2015-02-06,56.793,2.7785114362685492,True,5.0,2.9620873378903845,-7.1628034469171435,2.9620873378903845,-4.043103595963748,-3.558273800346068,-5.740864470370555,-3.717599492898871,-4.010553185657262,True,1.0,False,,False,,2015_2016,MACD_PASS,,,,
BCR,MACD_FAIL,2015-03-05,2015-03-06,167.54,GREEN,2015-03-02,163.79,2.2895170645338636,True,2.0,2.106959532052044,-3.3424853766264695,0.12534320162349566,-2.5188014802435266,-2.2143965620150308,1.1818073295929432,-1.0325892324220987,-0.907246030798603,False,,False,,False,,2015_2016,MACD_FAIL,,,,
CB,MACD_FAIL,2015-03-09,2015-03-10,104.56,GREEN,2015-03-06,104.6,-0.03824091778201755,True,0.0,3.136954858454466,-1.4824024483550136,0.22953328232593329,-1.4824024483550136,1.4345830145371163,0.5451415455240971,0.35386381025248603,0.11476664116296664,False,,False,,False,,2015_2016,MACD_FAIL,,,,
CLX,MACD_FAIL,2015-03-11,2015-03-12,100.37,GREEN,2015-03-10,99.297,1.0805965940562157,False,,4.652784696622492,-0.2191890006974173,4.652784696622492,-0.2191890006974173,1.7634751419746797,1.8132908239513634,2.3313739165089054,2.759788781508421,True,2.0,True,6.0,False,,2015_2016,MACD_FAIL,,,,
ABBV,MACD_PASS,2015-03-12,2015-03-13,52.663,GREEN,2015-03-09,49.637,6.096258839172375,False,,7.836621536942445,-3.081860129502678,7.836621536942445,-3.081860129502678,3.921159068036384,-0.8108159428821038,-0.8772762660691491,6.171315724512461,True,1.0,True,2.0,True,4.0,2015_2016,MACD_PASS,,,,
ABT,MACD_FAIL,2015-03-12,2015-03-13,44.297,GREEN,2015-03-11,43.359,2.1633340252311895,True,13.0,1.3522360430729075,-3.5171682055218145,1.3522360430729075,-3.5171682055218145,0.5485698805788308,-0.912025645077541,-1.9324107727385464,-0.936858026502918,False,,False,,False,,2015_2016,MACD_FAIL,,,,
GPC,MACD_FAIL,2015-03-12,2015-03-13,88.228,GREEN,2015-03-05,85.659,2.9991010868676726,True,13.0,2.048102643151828,-4.234483383959731,2.048102643151828,-4.234483383959731,1.2751054087137836,-1.8905562859863,-1.5289930634265647,-1.9948315727433386,True,6.0,False,,False,,2015_2016,MACD_FAIL,,,,
ADP,MACD_PASS,2015-03-13,2015-03-16,81.564,GREEN,2015-03-06,79.794,2.21821189563125,True,8.0,1.7336079642979785,-3.0172625177774526,1.7336079642979785,-3.0172625177774526,0.9133931636506443,-0.7270364376440464,-0.7687214947771026,-1.0396743661419294,False,,False,,False,,2015_2016,MACD_PASS,,,,
HRL,MACD_FAIL,2015-03-13,2015-03-16,26.461,GREEN,2015-03-12,26.106,1.359840649659061,False,,5.317259362835869,-1.458750614111326,5.317259362835869,-1.458750614111326,2.588715468047331,3.268961868410125,4.406485015683459,4.640792109141767,True,4.0,True,5.0,True,16.0,2015_2016,MACD_FAIL,,,,
ITW,MACD_PASS,2015-03-13,2015-03-16,92.268,GREEN,2015-03-10,90.61,1.829820108155844,False,,2.28356526639788,-2.1741015303247013,2.28356526639788,-2.1741015303247013,-0.009754194303546182,0.48554211644340484,0.5386482854293995,2.1285819569081266,True,2.0,False,,False,,2015_2016,MACD_PASS,,,,
KMB,MACD_PASS,2015-03-13,2015-03-16,98.213,GREEN,2015-03-06,96.074,2.226408809875724,False,,3.9577245374848635,-1.2981988127844457,3.9577245374848635,-1.2981988127844457,2.8377098754747365,1.6667854561005058,0.9275757791738393,1.585329844317962,True,4.0,True,5.0,False,,2015_2016,MACD_PASS,,,,
LEG,MACD_FAIL,2015-03-13,2015-03-16,42.458,GREEN,2015-03-12,40.967,3.6395147313691423,False,,3.0995336567902543,-2.2327947618823285,3.0995336567902543,-2.2327947618823285,1.6698855339394303,0.9892128691883828,0.3509350416882606,-0.6806726647510475,True,3.0,True,5.0,False,,2015_2016,MACD_FAIL,,,,
PEP,MACD_PASS,2015-03-13,2015-03-16,88.014,GREEN,2015-03-05,86.983,1.1852890794752824,False,,2.749562569591202,-2.454155020792148,2.749562569591202,-2.454155020792148,1.3656918217556324,2.0746699388733747,1.745176903674417,2.0417206353534834,True,6.0,False,,False,,2015_2016,MACD_PASS,,,,
PPG,MACD_PASS,2015-03-13,2015-03-16,109.71,GREEN,2015-03-10,107.92,1.658636026686433,True,7.0,1.5039649986327674,-3.7918147844316796,1.5039649986327674,-2.807401330781145,-0.9935283930361805,-1.8503326952875598,-1.6771488469601525,-0.3190228784978544,False,,False,,False,,2015_2016,MACD_PASS,,,,
SHW,MACD_PASS,2015-03-13,2015-03-16,278.14,GREEN,2015-03-11,273.37,1.7448878808940194,True,8.0,2.3369526137916097,-3.4982382972603587,1.459696555691381,-3.4982382972603587,0.704681095851023,-0.5572733155964626,0.6147983030128756,1.5280074782483721,False,,False,,False,,2015_2016,MACD_PASS,,,,
SWK,MACD_PASS,2015-03-13,2015-03-16,90.658,GREEN,2015-03-10,90.37,0.3186898306960284,True,1.0,2.1299830130821373,-2.03843014405789,0.2603190010809886,-2.03843014405789,0.8074301219969549,1.0390699110944368,0.9850206269716999,0.7434534183414554,False,,False,,False,,2015_2016,MACD_PASS,,,,
SYY,MACD_PASS,2015-03-13,2015-03-16,35.865,GREEN,2015-03-10,35.419,1.2592111578531462,True,3.0,0.5437055625261422,-3.3514568520842225,0.12547051442910462,-1.7565872020075313,-0.07528230865746499,-1.1097169942841267,-1.0818346577443294,-1.5279520423811532,False,,False,,False,,2015_2016,MACD_PASS,,,,
WMT,MACD_PASS,2015-03-13,2015-03-16,76.851,GREEN,2015-03-04,75.071,2.371088702694779,True,15.0,1.7579471965231352,-3.359748083954661,1.7579471965231352,-2.7898140557702678,1.0461802709138546,0.09498900469742111,-2.365616582738028,-2.7898140557702678,False,,False,,False,,2015_2016,MACD_PASS,,,,
APD,MACD_FAIL,2015-03-16,2015-03-17,141.51,GREEN,2015-03-10,140.39,0.79777761948856,True,6.0,2.275457564836403,-2.2330577344357283,2.275457564836403,-1.3002614656208111,-0.09186629920147071,-0.15546604480248805,-0.36746519680587175,0.5299978800084704,True,1.0,False,,False,,2015_2016,MACD_FAIL,,,,
CL,MACD_PASS,2015-03-16,2015-03-17,64.471,GREEN,2015-03-10,63.665,1.2660017277939195,False,,3.0664950132617497,-2.43520342479564,3.0664950132617497,-2.43520342479564,1.1121279334894707,1.152456143072067,1.9714290145957047,1.9435094848846868,True,4.0,True,5.0,False,,2015_2016,MACD_PASS,,,,
MDT,MACD_PASS,2015-03-16,2015-03-17,73.147,GREEN,2015-03-10,71.615,2.1392166445577177,False,,2.686371279751709,-1.7061533624072145,2.686371279751709,-1.7061533624072145,1.6774440510205268,1.1333342447400252,-0.9433059455616899,1.029433879721653,True,5.0,False,,False,,2015_2016,MACD_PASS,,,,
MKC,MACD_FAIL,2015-03-16,2015-03-17,68.545,GREEN,2015-03-10,67.71,1.2332004135283015,False,,9.52658837260194,-1.6879422277335965,9.52658837260194,-1.6879422277335965,4.0002917791231996,6.759063389014508,8.413451017579687,7.939309942373618,True,5.0,True,5.0,True,5.0,2015_2016,MACD_FAIL,,,,
MMM,MACD_FAIL,2015-03-16,2015-03-17,155.19,GREEN,2015-03-10,151.56,2.3950910530482927,False,,1.3209614021522098,-2.6097042335202048,1.3209614021522098,-2.6097042335202048,0.4768348476061668,-0.34151685031251766,0.451059990978786,0.5541594174882425,False,,False,,False,,2015_2016,MACD_FAIL,,,,
PG,MACD_PASS,2015-03-16,2015-03-17,76.322,GREEN,2015-03-06,73.987,3.1559598307810965,False,,2.0976913602893,-2.29029637588114,2.0976913602893,-2.29029637588114,0.6708419590681691,-1.703309661696495,-0.7088388669060031,0.17950263357877638,True,4.0,False,,False,,2015_2016,MACD_PASS,,,,
BDX,MACD_PASS,2015-03-18,2015-03-19,139.03,GREEN,2015-03-11,134.55,3.3296172426607207,False,,2.1434222829604943,-3.474070344529967,2.1434222829604943,-3.474070344529967,-1.136445371502559,-2.4886715097460987,-1.136445371502559,-2.2872761274545073,True,3.0,False,,False,,2015_2016,MACD_PASS,,,,
KO,MACD_PASS,2015-03-18,2015-03-19,37.317,GREEN,2015-03-09,36.515,2.1963576612351154,False,,2.797652544416751,-1.3318326767960964,2.797652544416751,-1.3318326767960964,-0.32156925797892644,0.4957526060508588,0.9861457244687566,-0.44483747353751824,True,11.0,False,,False,,2015_2016,MACD_PASS,,,,
VFC,MACD_PASS,2015-03-18,2015-03-19,69.432,GREEN,2015-03-10,67.863,2.3120109632642327,False,,3.478223297614913,-1.2040557667934104,3.478223297614913,-1.2040557667934104,-0.040327226639025326,2.124380689019456,2.2597649498790284,-0.23044129508007494,True,2.0,True,2.0,False,,2015_2016,MACD_PASS,,,,
TROW,MACD_FAIL,2015-04-01,2015-04-02,74.127,GREEN,2015-03-27,73.032,1.4993427538613213,False,,4.66226880893601,-1.0293145547506155,4.66226880893601,-1.0293145547506155,1.4798926167253645,3.284902936851619,3.4737679927691723,2.1193357346176223,True,4.0,True,7.0,False,,2015_2016,MACD_FAIL,,,,
CTAS,MACD_PASS,2015-04-09,2015-04-10,79.025,GREEN,2015-03-26,77.876,1.4754224664851767,True,14.0,0.9528630180322573,-2.8598544764315115,0.9528630180322573,-2.8598544764315115,-0.574501739955724,0.34039860803543043,-0.7099019297690745,0.6833280607402514,False,,False,,False,,2015_2016,MACD_PASS,,,,
LEG,MACD_PASS,2015-04-15,2015-04-16,41.909,GREEN,2015-04-14,41.51,0.9612141652613815,True,0.0,5.428428261232665,-5.807821708940796,0.08590040325466841,-1.3815648190126262,-1.8945811162280113,-5.521487031425232,2.956405545348262,5.270944188599125,False,,False,,False,,2015_2016,MACD_PASS,,,,
LOW,MACD_PASS,2015-04-22,2015-04-23,69.765,GREEN,2015-04-21,69.393,0.5360771259348862,True,2.0,1.3430803411452752,-7.333189994983158,1.3029456030961173,-1.58962230344728,-5.607396258869068,-0.9044649896079671,-0.9460331111588838,-5.798036264602602,False,,False,,False,,2015_2016,MACD_PASS,,,,
VFC,MACD_FAIL,2015-04-22,2015-04-23,69.346,GREEN,2015-04-20,69.149,0.28489204471504603,True,2.0,0.7484209615550963,-6.105615320278035,0.7484209615550963,-0.7022755458137575,-1.8818677357021363,-3.8589103913708067,-4.386698583912551,-3.44071756121479,False,,False,,False,,2015_2016,MACD_FAIL,,,,
CLX,MACD_PASS,2015-04-23,2015-04-24,102.33,GREEN,2015-04-20,101.61,0.7085916740478204,True,3.0,1.8274210886348063,-3.3235610280465178,0.44952604319359324,-1.983777973223888,-2.6189778168669964,-1.319261213720313,0.14658457930225577,0.6742890647903899,False,,False,,False,,2015_2016,MACD_PASS,,,,
WMT,MACD_PASS,2015-04-23,2015-04-24,73.989,GREEN,2015-04-06,72.282,2.3615837967958964,True,17.0,1.952993012474824,-4.2114368352052285,1.952993012474824,-3.3626620173269006,-0.9812269391396011,-0.44601224506345405,0.45141845409450987,-3.8316506507724224,False,,False,,False,,2015_2016,MACD_PASS,,,,
CB,MACD_FAIL,2015-04-24,2015-04-27,102.51,GREEN,2015-04-23,101.12,1.3746044303797555,True,3.0,0.3414301043800583,-2.4290313140181485,0.14632718759144403,-2.0583357721197904,-1.3559652716808146,-0.6048190420446797,-0.17559262510975504,-1.9900497512437831,False,,False,,False,,2015_2016,MACD_FAIL,,,,
CINF,MACD_PASS,2015-04-24,2015-04-27,48.714,GREEN,2015-04-21,47.697,2.1322095729291,True,2.0,0.0,-4.696801740772671,0.0,-4.413515621792497,-2.8225971999835786,-3.1243585006363594,-2.9396066839101787,-4.3355092991747775,False,,False,,False,,2015_2016,MACD_PASS,,,,
SHW,MACD_PASS,2015-04-27,2015-04-28,274.7,GREEN,2015-04-21,272.21,0.9147349472833577,True,1.0,4.503094284674192,-2.9377502730251193,0.2730251183108878,-1.8128867855842556,-2.6137604659628666,2.2715689843465725,3.840553330906449,2.8758645795413207,False,,False,,False,,2015_2016,MACD_PASS,,,,
ITW,MACD_PASS,2015-04-28,2015-04-29,89.363,GREEN,2015-04-21,88.578,0.8862245704351013,False,,3.8282063046227277,-1.1011268645860106,3.8282063046227277,-1.1011268645860106,0.5416111813614011,1.5285968465696076,2.4697022257533785,1.2622673813547092,True,4.0,True,11.0,False,,2015_2016,MACD_PASS,,,,
PEP,MACD_FAIL,2015-04-30,2015-05-01,88.572,GREEN,2015-04-27,86.805,2.035597027820968,False,,3.446913245720995,-0.4199972903400573,3.446913245720995,-0.4199972903400573,1.462087341371987,3.2165921510183937,1.1572505983832304,0.8524138553944738,True,6.0,True,10.0,False,,2015_2016,MACD_FAIL,,,,
PPG,MACD_PASS,2015-04-30,2015-05-01,106.36,GREEN,2015-04-27,104.85,1.4401525989508945,False,,4.945468221135774,-0.48890560361037894,4.945468221135774,-0.48890560361037894,3.619781872884542,4.842045881910506,3.6949981195938397,3.619781872884542,True,2.0,True,5.0,False,,2015_2016,MACD_PASS,,,,
GPC,MACD_FAIL,2015-05-01,2015-05-04,86.225,GREEN,2015-04-29,83.337,3.465447520309106,False,,2.342708031313445,-3.0895911858509595,2.342708031313445,-3.0895911858509595,1.7732676138011216,1.2861699043201114,0.010437808060315135,-2.4076543925775518,True,5.0,False,,False,,2015_2016,MACD_FAIL,,,,
BCR,MACD_PASS,2015-05-04,2015-05-05,168.39,GREEN,2015-04-29,163.29,3.1232776042623422,False,,2.6248589583704574,-2.232911693093409,2.6248589583704574,-2.232911693093409,-1.7340697191044474,2.185402933665892,1.0986400617613912,0.8789120494091307,True,8.0,False,,False,,2015_2016,MACD_PASS,,,,
BF-B,MACD_PASS,2015-05-04,2015-05-05,44.37,GREEN,2015-04-27,43.41,2.2114720110573582,False,,5.677259409510937,-1.9900833896776993,5.677259409510937,-1.9900833896776993,0.4034257381113404,3.7885958981293877,2.2560288483209456,5.65472165877845,True,4.0,True,8.0,True,20.0,2015_2016,MACD_PASS,,,,
HRL,MACD_PASS,2015-05-04,2015-05-05,26.8,GREEN,2015-04-23,25.91,3.4349671941335425,False,,5.977611940298511,-2.2500000000000075,5.977611940298511,-2.2500000000000075,-0.4477611940298498,-0.3955223880597103,4.32835820895523,1.5932835820895441,True,11.0,True,11.0,True,11.0,2015_2016,MACD_PASS,,,,
MKC,MACD_PASS,2015-05-04,2015-05-05,72.794,GREEN,2015-04-23,71.653,1.5923966896012498,False,,4.525098222380963,-1.4671538863093136,4.525098222380963,-1.4671538863093136,1.5234772096601512,4.324532241668266,3.3052174629777165,2.2172157045910357,True,6.0,True,7.0,False,,2015_2016,MACD_PASS,,,,
TGT,MACD_PASS,2015-05-04,2015-05-05,73.5,GREEN,2015-04-30,72.003,2.0790800383317265,True,7.0,1.687074829931956,-4.447619047619056,1.687074829931956,-4.447619047619056,0.9863945578231226,-1.9768707482993197,1.0176870748299427,1.068027210884348,False,,False,,False,,2015_2016,MACD_PASS,,,,
MMM,MACD_PASS,2015-05-06,2015-05-07,147.42,GREEN,2015-04-27,146.29,0.772438307471468,False,,4.375254375254389,0.0,4.375254375254389,0.0,3.7579704246371026,3.7172703839370547,1.8111518111518121,0.5223171889838563,True,1.0,True,5.0,False,,2015_2016,MACD_PASS,,,,
CAH,MACD_PASS,2015-05-08,2015-05-11,81.978,GREEN,2015-05-01,79.612,2.9719137818419394,False,,3.5106979921442294,-0.945375588572539,3.5106979921442294,-0.945375588572539,1.4564883261362738,1.153968137793071,1.665080875356817,1.2369172216936342,True,4.0,True,12.0,False,,2015_2016,MACD_PASS,,,,
MDT,MACD_PASS,2015-05-08,2015-05-11,72.095,GREEN,2015-05-07,70.275,2.589825684809677,False,,4.043276232748472,-1.8891740065191676,4.043276232748472,-1.8891740065191676,1.9238504750676233,0.7393023094528051,1.148484638324443,-1.4300575629378032,True,5.0,True,6.0,False,,2015_2016,MACD_PASS,,,,
TROW,MACD_FAIL,2015-05-08,2015-05-11,75.988,GREEN,2015-05-07,74.583,1.8838073019320722,True,15.0,0.8540822235089784,-4.561246512607243,0.8540822235089784,-2.4201189661525513,0.40137916513134364,-1.3831131231247018,-1.8581881349686857,-4.527030583776382,False,,False,,False,,2015_2016,MACD_FAIL,,,,
WBA,MACD_PASS,2015-05-08,2015-05-11,80.955,GREEN,2015-04-24,78.481,3.152355347154101,False,,2.8077326910011635,-2.214810697300962,2.8077326910011635,-2.214810697300962,1.4452473596442417,0.8856772280896763,1.8084120807856152,-0.7411524921252521,True,8.0,False,,False,,2015_2016,MACD_PASS,,,,
BDX,MACD_PASS,2015-05-15,2015-05-18,135.69,GREEN,2015-05-13,132.57,2.35347363656937,False,,1.1496794163166069,-2.181442995062277,1.1496794163166069,-2.181442995062277,-0.7738226840592666,-0.6116884073992024,-2.011938978554051,-1.0686122779865803,False,,False,,False,,2015_2016,MACD_PASS,,,,
LOW,MACD_FAIL,2015-05-26,2015-05-27,66.887,GREEN,2015-05-22,65.624,1.9246007558210598,True,9.0,1.7566941259138602,-3.1037421322528957,1.7566941259138602,-3.1037421322528957,1.013649887123047,-1.1033534169569537,-0.38572517828575625,0.20183294212627878,False,,False,,False,,2015_2016,MACD_FAIL,,,,
AFL,MACD_FAIL,2015-05-29,2015-06-01,59.176,GREEN,2015-05-26,58.351,1.413857517437589,True,5.0,2.127551710152775,-1.8875895633365003,0.46302555089901,-1.4735703663647404,-1.4093551439772978,-0.7198864404488359,0.5272407732864526,-1.6983236447208339,False,,False,,False,,2015_2016,MACD_FAIL,,,,
ADP,MACD_FAIL,2015-06-02,2015-06-03,80.858,GREEN,2015-06-01,79.509,1.6966632708246943,True,1.0,0.23003289717775655,-6.748868386554219,0.1273838086522039,-2.1482104429988436,-1.2787850305473913,-2.330010635929658,-1.919414281827414,-5.131217690271839,False,,False,,False,,2015_2016,MACD_FAIL,,,,
ITW,MACD_PASS,2015-06-03,2015-06-04,89.488,GREEN,2015-06-01,88.086,1.5916263651431617,True,2.0,0.4648667977829479,-2.868541033434646,0.15644555694618312,-2.03267477203648,0.3698819953513288,-1.0057214375111756,-1.6639102449490517,-0.6235472912569207,False,,False,,False,,2015_2016,MACD_PASS,,,,
GWW,MACD_PASS,2015-06-09,2015-06-10,227.92,GREEN,2015-06-08,225.68,0.9925558312654958,True,2.0,1.7593892593892768,-3.821516321516316,0.9477009477009579,-1.8076518076518,-0.7371007371007265,0.7722007722007707,-2.0884520884520863,-2.492102492102488,False,,False,,False,,2015_2016,MACD_PASS,,,,
ADM,MACD_FAIL,2015-06-10,2015-06-11,48.789,GREEN,2015-06-05,47.516,2.6790975671352912,True,10.0,0.9920268913074626,-10.43062985509028,0.9920268913074626,-3.660661214618055,-1.535182110721689,-2.8203078562790918,-6.751521859435538,-9.508290803254837,False,,False,,False,,2015_2016,MACD_FAIL,,,,
CINF,MACD_FAIL,2015-06-10,2015-06-11,47.282,GREEN,2015-06-08,46.056,2.6619767239881797,False,,5.911340467831305,-2.0219110866714574,5.911340467831305,-2.0219110866714574,1.7385051393765227,-0.5900765619051618,3.214754029017386,5.693498582970258,True,14.0,True,14.0,True,20.0,2015_2016,MACD_FAIL,,,,
CL,MACD_PASS,2015-06-10,2015-06-11,62.847,GREEN,2015-05-28,61.316,2.496901298192955,False,,1.685044632202004,-1.9269018409788785,1.685044632202004,-1.9269018409788785,1.0867662736486983,0.015911658472167467,-0.4375706079844721,0.28481868665171106,False,,False,,False,,2015_2016,MACD_PASS,,,,
ECL,MACD_FAIL,2015-06-10,2015-06-11,112.52,GREEN,2015-06-08,109.91,2.37467018469657,True,15.0,2.328474937788849,-4.470316388197659,2.328474937788849,-2.97724848915748,1.4219694276573103,0.3199431212228987,-2.4084607180945516,-2.870600782083177,True,6.0,False,,False,,2015_2016,MACD_FAIL,,,,
HRL,MACD_FAIL,2015-06-10,2015-06-11,27.241,GREEN,2015-06-08,26.613,2.35974899485214,False,,2.999155684446242,-1.8428104695128678,2.999155684446242,-1.8428104695128678,0.6167174479644544,1.8281267207518104,-0.143166550420315,0.6681105686281663,True,8.0,False,,False,,2015_2016,MACD_FAIL,,,,
MHFI,MACD_PASS,2015-06-10,2015-06-11,100.52,GREEN,2015-06-01,97.833,2.7465170239080905,True,12.0,2.7755670513330832,-3.3953442101074427,2.7755670513330832,-2.8889773179466727,1.8603263032232364,-0.139275766016711,-1.3479904496617512,-0.2984480700358061,True,5.0,False,,False,,2015_2016,MACD_PASS,,,,
WBA,MACD_FAIL,2015-06-10,2015-06-11,81.788,GREEN,2015-06-08,79.162,3.3172481746292393,False,,9.478163055705014,-2.0785445297598737,9.478163055705014,-2.0785445297598737,2.483249376436647,0.8069643468479493,0.16383821587520053,8.684648114637849,True,5.0,True,6.0,True,19.0,2015_2016,MACD_FAIL,,,,
APD,MACD_PASS,2015-06-11,2015-06-12,136.73,GREEN,2015-06-08,134.17,1.9080271297607476,True,9.0,0.8922694361149786,-9.171359613837481,0.8922694361149786,-2.8742777737146064,-0.8410736487968862,-2.94741461274044,-6.501864989395145,-6.223945001097042,False,,False,,False,,2015_2016,MACD_PASS,,,,
MDT,MACD_PASS,2015-06-11,2015-06-12,71.974,GREEN,2015-06-05,70.949,1.444699713878994,True,11.0,2.2285825436963336,-4.366854697529665,2.2285825436963336,-2.9885792091588814,1.094839803262282,-0.4459943868619143,-2.6064967905076952,-0.43348987134242956,True,6.0,False,,False,,2015_2016,MACD_PASS,,,,
MKC,MACD_PASS,2015-06-11,2015-06-12,73.358,GREEN,2015-06-04,72.653,0.9703659862634773,False,,7.138962349028044,-0.8710706398756929,7.138962349028044,-0.8710706398756929,3.045339294964422,5.932549960467837,3.2375473704299385,5.340930777829267,True,3.0,True,4.0,True,8.0,2015_2016,MACD_PASS,,,,
