ticker,signal_type,signal_date,entry_date,entry_open,regime,swing_start,swing_low,swing_distance_pct,stop_hit_20d,days_to_stop,mfe_20d_pct,mae_20d_pct,mfe_before_stop_pct,mae_before_stop_pct,ret_5d_pct,ret_10d_pct,ret_15d_pct,ret_20d_pct,hit_2pct_before_stop,days_to_2pct,hit_3pct_before_stop,days_to_3pct,hit_5pct_before_stop,days_to_5pct,window,macd_group,data_ticker,spy_close,spy_ma50,spy_ma200
VFC,MACD_PASS,2007-08-06,2007-08-07,18.87,GREEN,2007-07-23,17.999,4.839157730985066,True,6.0,5.728669846316903,-11.547429782723906,5.728669846316903,-8.108108108108114,-3.529411764705881,-7.23900370959194,-11.494435612082675,-8.404875463699002,True,0.0,True,0.0,True,0.0,GFC_2007_2009,MACD_PASS,,,,
EMR,MACD_PASS,2007-08-07,2007-08-08,39.741,GREEN,2007-07-30,37.892,4.879657975298213,True,1.0,2.2898266274125056,-11.46674718804258,1.6959814800835415,-6.346090938828919,-5.087944440250613,-3.7115321708059756,-1.0669082307943945,-0.24911300671849324,False,,False,,False,,GFC_2007_2009,MACD_PASS,,,,
GE,MACD_PASS,2007-08-07,2007-08-08,31.802,GREEN,2007-08-03,30.602,3.9213123325272825,True,4.0,2.4275202817432895,-8.354820451543931,2.4275202817432895,-5.8486887617130945,-6.581347085088984,-0.9087478774919777,-2.003018678070567,-0.2547009622036356,True,0.0,False,,False,,GFC_2007_2009,MACD_PASS,,,,
SLM,MACD_PASS,2007-08-07,2007-08-08,16.18,GREEN,2007-08-01,15.604,3.6913611894386023,True,3.0,4.153275648949317,-8.992583436341162,4.153275648949317,-5.426452410383186,-5.302843016069225,1.378244746600732,0.6118665018541414,-1.4153275648949304,True,0.0,True,0.0,False,,GFC_2007_2009,MACD_PASS,,,,
MMM,MACD_PASS,2007-08-08,2007-08-09,74.674,GREEN,2007-08-03,73.578,1.4895756883851252,True,1.0,4.105846747194453,-5.337868602190865,0.2611350670916224,-3.5728633794895215,-2.8430243458231863,0.9668693253341187,1.660551195864679,1.1610466829150567,False,,False,,False,,GFC_2007_2009,MACD_PASS,,,,
SVU,MACD_PASS,2007-08-08,2007-08-09,265.69,GREEN,2007-07-26,250.43,6.093519147067039,False,,5.62309458391359,-9.462155143212014,5.62309458391359,-9.462155143212014,-5.743535699499414,4.034777372125409,1.3436711957544478,-0.9522375701004782,True,1.0,True,1.0,True,2.0,GFC_2007_2009,MACD_PASS,,,,
SWK,MACD_PASS,2007-08-08,2007-08-09,47.743,GREEN,2007-07-26,44.997,6.102629064159837,False,,6.602014955071955,-5.680413882663437,6.602014955071955,-5.680413882663437,-2.0610351255681447,1.2441614477515017,0.4314768657185164,-3.288440190184949,True,1.0,True,1.0,True,6.0,GFC_2007_2009,MACD_PASS,,,,
SHW,MACD_FAIL,2007-08-10,2007-08-13,63.222,YELLOW,2007-08-09,58.799,7.522236772734225,False,,3.427604314953636,-9.036411375786912,3.427604314953636,-9.036411375786912,-1.1182816108316729,1.1420075290247134,0.32267248742525734,-2.5639808927272134,True,0.0,True,10.0,False,,GFC_2007_2009,MACD_FAIL,,,,
GWW,MACD_PASS,2007-08-13,2007-08-14,76.297,YELLOW,2007-07-24,73.324,4.054606949975459,True,1.0,7.10381797449442,-8.422349502601678,0.31324953798970157,-5.735481080514293,0.8873219130503207,0.5308203468026296,3.9188958936786644,0.09305739413083547,False,,False,,False,,GFC_2007_2009,MACD_PASS,,,,
CB,MACD_PASS,2007-08-17,2007-08-20,49.121,YELLOW,2007-08-15,45.528,7.891846775610611,False,,4.159117281814284,-3.1167932248936325,4.159117281814284,-3.1167932248936325,1.7670650027483026,1.107469310478204,-0.1201115612467274,2.080576535493983,True,0.0,True,2.0,False,,GFC_2007_2009,MACD_PASS,,,,
KO,MACD_PASS,2007-09-04,2007-09-05,22.079,GREEN,2007-08-29,21.649,1.986234930019859,False,,7.763032746048282,-1.7256216314144646,7.763032746048282,-1.7256216314144646,3.1613750622763837,4.592599302504641,5.933239730060236,6.345396077720911,True,4.0,True,4.0,True,12.0,GFC_2007_2009,MACD_PASS,,,,
VFC,MACD_PASS,2007-09-04,2007-09-05,17.325,GREEN,2007-08-28,16.691,3.7984542567850887,False,,9.339105339105359,-3.84415584415585,9.339105339105359,-3.84415584415585,-0.36940836940837496,5.645021645021653,-0.5714285714285672,3.4054834054834116,True,9.0,True,9.0,True,10.0,GFC_2007_2009,MACD_PASS,,,,
ADP,MACD_PASS,2007-09-05,2007-09-06,33.884,GREEN,2007-08-28,33.396,1.4612528446520612,True,1.0,3.7598866721756607,-4.311769566757162,1.1244245071420078,-2.7859756817376957,-3.3112973674890855,0.5725416125605065,0.3305394876637946,3.2788336678078123,False,,False,,False,,GFC_2007_2009,MACD_PASS,,,,
SHW,MACD_FAIL,2007-09-13,2007-09-14,62.256,GREEN,2007-09-11,60.882,2.2568246772445066,True,5.0,3.9241197635569325,-7.093292212798763,3.9241197635569325,-3.535402210228733,-2.486507324595222,-2.725841685941921,-2.1042148547931183,-3.6719352351580636,True,2.0,True,3.0,False,,GFC_2007_2009,MACD_FAIL,,,,
SWK,MACD_FAIL,2007-09-13,2007-09-14,46.234,GREEN,2007-09-10,45.094,2.5280525125293885,False,,9.07557208980403,-0.44772245533589716,9.07557208980403,-0.44772245533589716,6.019379677293779,4.2328156767746705,5.666825280096899,6.979711900333085,True,2.0,True,2.0,True,2.0,GFC_2007_2009,MACD_FAIL,,,,
GWW,MACD_FAIL,2007-09-18,2007-09-19,79.202,GREEN,2007-09-13,75.335,5.133072277162021,False,,6.690487613949148,-0.6552864826645632,6.690487613949148,-0.6552864826645632,1.467134668316472,1.1881013105729643,4.525138254084493,3.0340142925683766,True,0.0,True,8.0,True,12.0,GFC_2007_2009,MACD_FAIL,,,,
MO,MACD_PASS,2007-09-19,2007-09-20,15.423,GREEN,2007-09-11,15.029,2.621598243396095,False,,4.499773066199841,-0.7197043376774959,4.499773066199841,-0.7197043376774959,1.5431498411463407,1.8349218699345027,2.210983595928151,3.5855540426635635,True,7.0,True,17.0,False,,GFC_2007_2009,MACD_PASS,,,,
CTL,MACD_PASS,2007-09-20,2007-09-21,29.272,GREEN,2007-09-13,28.368,3.186689227298367,False,,2.02241049467069,-3.344493030882756,2.02241049467069,-3.344493030882756,0.5431811970483924,0.28013118338343634,-0.9121344629680173,-1.6295435911451106,True,6.0,False,,False,,GFC_2007_2009,MACD_PASS,,,,
SVU,MACD_FAIL,2007-09-20,2007-09-21,260.3,GREEN,2007-09-17,256.14,1.624111813851803,True,2.0,0.2766039185555069,-12.604686899731076,0.2766039185555069,-6.661544371878603,-2.6469458317326167,-6.066077602766051,-11.42912024587015,-6.865155589704186,False,,False,,False,,GFC_2007_2009,MACD_FAIL,,,,
KMB,MACD_FAIL,2007-10-22,2007-10-23,55.935,GREEN,2007-10-17,53.432,4.684458751310072,False,,1.4409582551175415,-3.507642799678201,1.4409582551175415,-3.507642799678201,-0.2842585143470133,-0.8688656476267154,-1.21212121212122,-1.7538213998391061,False,,False,,False,,GFC_2007_2009,MACD_FAIL,,,,
CB,MACD_PASS,2007-10-23,2007-10-24,51.502,GREEN,2007-10-19,49.564,3.910096037446542,True,6.0,5.046405964816891,-8.20356491010058,5.046405964816891,-5.269698264145095,0.017475049512638563,-6.223059298668021,-2.083414236340342,-4.376529066832369,True,4.0,True,5.0,True,5.0,GFC_2007_2009,MACD_PASS,,,,
JNJ,MACD_FAIL,2007-10-23,2007-10-24,52.356,GREEN,2007-10-18,51.722,1.225783999071961,False,,5.7204522881808995,-0.9320803728321447,5.7204522881808995,-0.9320803728321447,1.3045305218122083,-0.655130262052106,3.9747115898846275,4.366261746504696,True,12.0,True,13.0,True,17.0,GFC_2007_2009,MACD_FAIL,,,,
BDX,MACD_FAIL,2007-10-24,2007-10-25,71.998,GREEN,2007-10-23,70.812,1.6748573688075474,True,5.0,4.766799077752171,-3.745937387149645,3.312592016444893,-1.734770410289188,-1.7111586432956516,-1.211144754020943,1.7556043223422746,1.8778299397205434,True,0.0,True,1.0,False,,GFC_2007_2009,MACD_FAIL,,,,
BCR,MACD_FAIL,2007-10-25,2007-10-26,79.064,GREEN,2007-10-16,75.336,4.948497398322171,False,,4.572245269654984,-3.3415966811696785,4.572245269654984,-3.3415966811696785,-1.6138824243650651,1.5342001416573936,3.1341697865020945,-1.0915207932813864,True,9.0,True,11.0,False,,GFC_2007_2009,MACD_FAIL,,,,
TGT,MACD_PASS,2007-10-25,2007-10-26,52.018,GREEN,2007-10-18,49.551,4.9787088050695205,True,4.0,1.3841362605252039,-20.223768695451582,1.3841362605252039,-7.489715098619709,-5.807605059787003,-10.794340420623637,-14.456534276596567,-12.330347187512015,False,,False,,False,,GFC_2007_2009,MACD_PASS,,,,
ADP,MACD_FAIL,2007-10-29,2007-10-30,35.902,GREEN,2007-10-26,34.241,4.850909728103736,True,14.0,2.448331569271911,-8.350509720906906,2.448331569271911,-5.531725252075104,1.935825302211569,-3.0081889588323696,-5.308896440309729,-6.211353127959452,True,0.0,False,,False,,GFC_2007_2009,MACD_FAIL,,,,
LLY,MACD_PASS,2007-10-30,2007-10-31,42.28,GREEN,2007-10-18,40.687,3.915255487010594,True,5.0,1.0950804162724648,-8.805581835383158,1.0950804162724648,-4.418164616840114,-4.273888363292344,-1.4853358561967789,-8.805581835383158,-1.9252601702932859,False,,False,,False,,GFC_2007_2009,MACD_PASS,,,,
GWW,MACD_PASS,2007-11-06,2007-11-07,76.578,GREEN,2007-10-19,76.076,0.6598664493401518,True,0.0,5.438898900467493,-2.987803285538926,0.0,-1.633628457259273,1.5631121209746857,-2.987803285538926,2.2996160777246644,3.6211444540207305,False,,False,,False,,GFC_2007_2009,MACD_PASS,,,,
PPG,MACD_FAIL,2007-11-08,2007-11-09,31.474,YELLOW,2007-10-19,31.117,1.1472828357489417,True,0.0,0.619559001080261,-8.076507593569303,0.37808985194127676,-2.011183834275909,-5.439410306920001,-6.55779373451103,-3.1200355849272388,0.3050136620702748,False,,False,,False,,GFC_2007_2009,MACD_FAIL,,,,
MCD,MACD_FAIL,2007-11-16,2007-11-19,46.861,YELLOW,2007-11-15,45.532,2.9188263199507958,False,,10.033930133799984,-1.9568511128656985,10.033930133799984,-1.9568511128656985,-0.7276840016218089,3.717376923241078,9.069375386782186,3.365271761166011,True,8.0,True,9.0,True,14.0,GFC_2007_2009,MACD_FAIL,,,,
MMM,MACD_PASS,2007-11-19,2007-11-20,69.654,YELLOW,2007-10-23,67.096,3.81244783593655,False,,8.181870387917423,-1.3452206621299534,8.181870387917423,-1.3452206621299534,1.72710827806013,2.1563729290493105,5.695293881184127,3.5848623194647766,True,5.0,True,7.0,True,12.0,GFC_2007_2009,MACD_PASS,,,,
GE,MACD_PASS,2007-11-28,2007-11-29,30.828,YELLOW,2007-11-21,29.403,4.846444240383629,True,3.0,0.9893603217853819,-5.793434540028541,0.9893603217853819,-5.793434540028541,-2.6956014013234664,-1.8586998832230472,-4.622421175554692,-2.4815103152977858,False,,False,,False,,GFC_2007_2009,MACD_PASS,,,,
ADP,MACD_PASS,2007-11-30,2007-12-03,33.226,GREEN,2007-11-19,32.904,0.9786044249939119,True,10.0,3.828327213627869,-4.144344790224519,3.828327213627869,-1.658339854330948,3.500270872208522,-1.658339854330948,1.7275627520616288,-3.9487148618551626,True,2.0,True,5.0,False,,GFC_2007_2009,MACD_PASS,,,,
BDX,MACD_PASS,2007-12-06,2007-12-07,72.172,GREEN,2007-12-05,70.898,1.7969477277215207,False,,10.975170426204084,-1.607271518040232,10.975170426204084,-1.607271518040232,0.3408524081361275,2.6062739012359337,1.7028764617857295,7.907498752979003,True,1.0,True,11.0,True,16.0,GFC_2007_2009,MACD_PASS,,,,
EMR,MACD_FAIL,2007-12-20,2007-12-21,45.721,YELLOW,2007-12-19,44.433,2.898746427205001,True,8.0,4.29343190218936,-20.034557424378285,4.29343190218936,-4.208131930622693,0.9754817261214965,-5.166116226679196,-10.997134795826858,-9.947288991929303,True,1.0,True,2.0,False,,GFC_2007_2009,MACD_FAIL,,,,
CTL,MACD_PASS,2009-06-24,2009-06-25,20.026,GREEN,2009-06-22,19.522,2.581702694396082,True,5.0,2.5416957954659036,-8.104464196544503,2.5416957954659036,-5.717567162688509,-5.717567162688509,-7.150704084689896,-5.238190352541694,-2.756416658344152,True,0.0,False,,False,,GFC_2007_2009,MACD_PASS,,,,
EMR,MACD_PASS,2009-06-25,2009-06-26,26.792,GREEN,2009-06-19,25.528,4.9514258853024185,True,6.0,12.720214989549117,-7.722454464019124,1.9856673633920519,-6.901313825022393,-4.378172588832497,-3.557031949835787,6.292923260674832,12.197670946551199,False,,False,,False,,GFC_2007_2009,MACD_PASS,,,,
GWW,MACD_PASS,2009-06-25,2009-06-26,72.933,GREEN,2009-06-22,67.883,7.43927050955322,False,,7.543910164123235,-6.261911617511973,7.543910164123235,-6.261911617511973,-1.287483032372183,-2.0758778605021178,5.938326957618623,7.350582041051368,True,12.0,True,15.0,True,15.0,GFC_2007_2009,MACD_PASS,,,,
MMM,MACD_FAIL,2009-06-25,2009-06-26,49.961,GREEN,2009-06-23,48.093,3.8841411432017026,False,,19.53924060767398,-1.7033285963051203,19.53924060767398,-1.7033285963051203,3.1584636016092515,2.8562278577290323,8.556674205880576,18.876723844598796,True,1.0,True,3.0,True,12.0,GFC_2007_2009,MACD_FAIL,,,,
NUE,MACD_FAIL,2009-06-25,2009-06-26,35.886,GREEN,2009-06-24,34.946,2.689864362158767,True,4.0,3.4581731037173213,-12.166304408404404,3.4581731037173213,-5.458953352282236,-7.4430139887421305,-4.592320124839777,0.4068438945549646,1.0533355626149543,True,0.0,True,0.0,False,,GFC_2007_2009,MACD_FAIL,,,,
PPG,MACD_PASS,2009-06-25,2009-06-26,19.492,GREEN,2009-06-17,18.311,6.449675058707882,False,,21.84998973938026,-5.781859224297159,21.84998973938026,-5.781859224297159,-1.6519597783706041,-0.400164169915862,15.339626513441406,20.726451877693396,True,12.0,True,12.0,True,12.0,GFC_2007_2009,MACD_PASS,,,,
SHW,MACD_PASS,2009-06-25,2009-06-26,49.243,GREEN,2009-06-22,47.629,3.3886917634214475,True,4.0,7.91381516154579,-4.140690047316376,1.549458806327797,-4.140690047316376,0.5584550088337359,-0.37568791503361787,7.599049611112241,5.127632353837086,False,,False,,False,,GFC_2007_2009,MACD_PASS,,,,
ADM,MACD_PASS,2009-06-26,2009-06-29,22.804,GREEN,2009-06-23,21.921,4.028100907805299,False,,19.847395193825633,-3.017014558849318,19.847395193825633,-3.017014558849318,1.5611296263813523,1.6751447114541351,9.138747588142436,16.07174179968427,True,0.0,True,2.0,True,12.0,GFC_2007_2009,MACD_PASS,,,,
JCI,MACD_PASS,2009-06-26,2009-06-29,11.363,GREEN,2009-06-18,10.937,3.8950352016092094,False,,12.637507700431216,-4.91067499779988,12.637507700431216,-4.91067499779988,-3.7490099445568914,1.3640763882777573,9.284519933116254,10.419783507876446,True,10.0,True,11.0,True,12.0,GFC_2007_2009,MACD_PASS,,,,
KO,MACD_PASS,2009-06-26,2009-06-29,19.636,GREEN,2009-06-23,19.242,2.04760419914769,False,,5.999185170095744,-0.6926054186188635,5.999185170095744,-0.6926054186188635,1.02363006722348,2.3833774699531407,4.593603585251582,2.587084946017515,True,2.0,True,2.0,True,11.0,GFC_2007_2009,MACD_PASS,,,,
LOW,MACD_PASS,2009-06-26,2009-06-29,17.106,GREEN,2009-06-18,15.947,7.267824669216805,False,,14.117853384777268,-4.66502981410033,14.117853384777268,-4.66502981410033,-3.624459254062906,1.2334853267859103,6.360341400678116,11.791184379749797,True,0.0,True,11.0,True,13.0,GFC_2007_2009,MACD_PASS,,,,
PGR,MACD_PASS,2009-06-26,2009-06-29,11.614,GREEN,2009-06-15,11.007,5.514672481148364,False,,4.374031341484397,-6.552436714310328,4.374031341484397,-6.552436714310328,-4.632340278973657,-3.573273635267793,-1.5929051145169626,3.8488031685896207,True,8.0,True,8.0,False,,GFC_2007_2009,MACD_PASS,,,,
DOV,MACD_PASS,2009-06-29,2009-06-30,24.071,GREEN,2009-06-22,22.8,5.574561403508782,True,4.0,9.633999418387273,-9.633999418387285,0.5649952224668686,-7.660670516389024,-8.437538947280965,-0.8433384570645241,4.918781936770378,-0.2451082215113698,False,,False,,False,,GFC_2007_2009,MACD_PASS,,,,
FHN,MACD_PASS,2009-06-29,2009-06-30,10.842,GREEN,2009-06-24,10.38,4.450867052023111,True,2.0,6.862202545655771,-8.356391809629226,2.6102195166943343,-5.939863493820329,-6.530160486995018,2.776240546024722,-3.5878989116399307,3.8369304556354678,True,0.0,False,,False,,GFC_2007_2009,MACD_PASS,,,,
SWK,MACD_PASS,2009-06-29,2009-06-30,29.285,GREEN,2009-06-19,28.493,2.779630084582174,True,2.0,16.83455694041318,-8.533378862899088,0.2322007853850172,-4.954754994024246,-6.9694382789824205,5.224517671162721,11.053440327812858,14.512549086563077,False,,False,,False,,GFC_2007_2009,MACD_PASS,,,,
VFC,MACD_FAIL,2009-07-01,2009-07-02,11.773,GREEN,2009-06-25,11.578,1.6842287096217046,True,0.0,20.130807780514747,-3.2362184659814885,0.9513293128344591,-3.2362184659814885,-1.1466915824343782,8.451541663127493,18.02429287352416,16.945553384863675,False,,False,,False,,GFC_2007_2009,MACD_FAIL,,,,
TGT,MACD_PASS,2009-07-09,2009-07-10,31.836,YELLOW,2009-07-07,30.028,6.021047022778747,False,,15.281442392260347,-2.7233320768940694,15.281442392260347,-2.7233320768940694,2.622816936801109,10.79281316748335,13.14863676341249,11.358210830506344,True,3.0,True,3.0,True,8.0,GFC_2007_2009,MACD_PASS,,,,
LEG,MACD_PASS,2009-07-13,2009-07-14,11.456,GREEN,2009-07-07,10.837,5.711912891021509,False,,23.30656424581006,-0.6983240223463638,23.30656424581006,-0.6983240223463638,8.379888268156432,14.10614525139664,21.03701117318435,20.015712290502808,True,1.0,True,1.0,True,1.0,GFC_2007_2009,MACD_PASS,,,,
MCD,MACD_PASS,2009-08-11,2009-08-12,45.266,GREEN,2009-07-27,44.261,2.270621992273103,True,3.0,2.343922590907077,-2.6443688419564237,1.3232890027835564,-2.52728317059161,-0.4661335218486218,1.9440639773781632,-0.9631953342464583,-1.8954623779437019,False,,False,,False,,GFC_2007_2009,MACD_PASS,,,,
BDX,MACD_PASS,2009-08-12,2009-08-13,59.113,GREEN,2009-08-03,55.688,6.150337595173094,False,,6.359007324953891,-4.293471825148442,6.359007324953891,-4.293471825148442,0.639453250554034,3.850252905452267,2.5138294452996757,5.986838766430402,True,6.0,True,7.0,True,11.0,GFC_2007_2009,MACD_PASS,,,,
CLX,MACD_PASS,2009-08-13,2009-08-14,47.733,GREEN,2009-08-06,46.524,2.5986587567707,False,,1.9944273353864395,-2.8072821737581855,1.9944273353864395,-2.8072821737581855,0.691345609955385,0.9134141998198286,0.5174617141181059,-0.7981899314939311,False,,False,,False,,GFC_2007_2009,MACD_PASS,,,,
GWW,MACD_FAIL,2009-08-17,2009-08-18,76.112,GREEN,2009-08-14,74.387,2.3189535805987482,False,,5.575993273071256,-1.020863989909604,5.575993273071256,-1.020863989909604,3.2964578515871423,-0.220727349169636,2.8103321421063754,4.996583981500957,True,2.0,True,3.0,True,20.0,GFC_2007_2009,MACD_FAIL,,,,
KO,MACD_PASS,2009-08-17,2009-08-18,19.885,GREEN,2009-08-12,19.342,2.807362216937248,False,,8.34297208951471,-0.8800603469952262,8.34297208951471,-0.8800603469952262,-0.025144581342728678,-0.46266029670607445,3.85214986170479,8.03620819713351,True,3.0,True,11.0,True,17.0,GFC_2007_2009,MACD_PASS,,,,
PFE,MACD_FAIL,2009-08-17,2009-08-18,12.428,GREEN,2009-08-13,12.163,2.1787387979939288,False,,6.927904731251999,-0.5069198583843026,6.927904731251999,-0.5069198583843026,5.801416157064687,3.1541680077244783,1.8265207595751454,3.4036047634373956,True,1.0,True,1.0,True,3.0,GFC_2007_2009,MACD_FAIL,,,,
TGT,MACD_FAIL,2009-08-18,2009-08-19,36.338,GREEN,2009-08-17,34.033,6.772838127699576,False,,11.679233859871218,-0.11833342506466504,11.679233859871218,-0.11833342506466504,7.771478892619288,5.154383840607624,9.469425945291432,10.605977213935812,True,0.0,True,0.0,True,4.0,GFC_2007_2009,MACD_FAIL,,,,
EMR,MACD_FAIL,2009-08-20,2009-08-21,28.793,GREEN,2009-08-18,27.474,4.800902671616791,False,,17.875872607925537,-0.6980863404299709,17.875872607925537,-0.6980863404299709,5.275587816483185,5.866009099433889,12.013336574861967,13.822804153787382,True,0.0,True,1.0,True,2.0,GFC_2007_2009,MACD_FAIL,,,,
JNJ,MACD_PASS,2009-08-20,2009-08-21,49.719,GREEN,2009-08-17,48.426,2.670053277165163,False,,0.6536736458898851,-2.9626500935256095,0.6536736458898851,-2.9626500935256095,-1.3073472917798035,-1.2570647036344251,-1.2248838472213919,-0.6898771093545752,False,,False,,False,,GFC_2007_2009,MACD_PASS,,,,
MTB,MACD_FAIL,2009-08-20,2009-08-21,50.199,GREEN,2009-08-19,48.028,4.520279836761887,True,8.0,12.607820872925757,-5.155481184884159,4.589732863204454,-5.155481184884159,2.8845196119444694,-2.4183748680252526,-0.9880674913842813,9.283053447279844,True,0.0,True,3.0,False,,GFC_2007_2009,MACD_FAIL,,,,
ADM,MACD_PASS,2009-08-21,2009-08-24,24.498,GREEN,2009-08-11,22.992,6.550104384133615,False,,2.424687729610575,-4.473834598742754,2.424687729610575,-4.473834598742754,0.10204914686913202,-0.21634419136256078,1.236835660053881,0.3347212017307477,True,0.0,False,,False,,GFC_2007_2009,MACD_PASS,,,,
LOW,MACD_FAIL,2009-08-21,2009-08-24,18.733,GREEN,2009-08-19,17.413,7.580543272267848,False,,5.679816366839274,-2.9199807825762036,5.679816366839274,-2.9199807825762036,1.5640847701916316,2.839908183419637,0.20285058452997884,-0.4697592483852042,True,2.0,True,2.0,True,19.0,GFC_2007_2009,MACD_FAIL,,,,
PEP,MACD_PASS,2009-08-21,2009-08-24,47.387,GREEN,2009-08-17,45.886,3.271150241903853,False,,4.007428197606933,-3.460864794141849,4.007428197606933,-3.460864794141849,-1.7641969316479211,1.023487454365113,1.0424800050646832,1.5426171734864047,True,13.0,True,18.0,False,,GFC_2007_2009,MACD_PASS,,,,
PPG,MACD_FAIL,2009-08-21,2009-08-24,24.454,GREEN,2009-08-20,23.462,4.228113545307299,False,,10.145579455303832,-3.3164308497587336,10.145579455303832,-3.3164308497587336,0.9446307352580341,0.9282734930890602,8.256317984787763,9.55262942667865,True,4.0,True,11.0,True,13.0,GFC_2007_2009,MACD_FAIL,,,,
SLM,MACD_PASS,2009-08-21,2009-08-24,2.8841,GREEN,2009-08-18,2.6776,7.712130265909778,False,,11.362296730349165,-7.728580839776711,11.362296730349165,-7.728580839776711,1.1372698588814512,-1.1372698588814512,-1.4770639020838416,0.45421448632156913,True,0.0,True,0.0,True,0.0,GFC_2007_2009,MACD_PASS,,,,
CMA,MACD_FAIL,2009-08-28,2009-08-31,23.489,GREEN,2009-08-27,23.427,0.26465189738336115,True,1.0,21.401507088424367,-6.432798331133716,3.129124270935324,-2.626761462812388,-0.19157903699604795,10.11537315339095,13.546766571586687,13.738345608582737,True,0.0,True,0.0,False,,GFC_2007_2009,MACD_FAIL,,,,
BAC,MACD_FAIL,2009-09-04,2009-09-08,16.46,GREEN,2009-09-03,15.566,5.743286650391877,True,17.0,3.5601458080194215,-10.540704738760642,3.5601458080194215,-7.314702308626975,-3.8396111786148324,0.8748481166463984,-1.7132442284325644,-2.6306196840826246,True,10.0,True,10.0,False,,GFC_2007_2009,MACD_FAIL,,,,
