window,v01_n,v02b_n,signal_expansion_pct,extra_signals_n,delta_stop_pp,delta_hit3_pp,delta_hit5_pp,delta_mfe_pp,delta_mae_pp,delta_ret20_pp
BEAR_2022,38,58,152.6315789473684,20,-14.972776769509984,8.711433756805803,9.800362976406536,0.7063315730591953,0.48064817035099505,1.6967783928361704
BULL_2013_2014,314,447,142.35668789808918,133,3.2652217899941505,-3.9705609940295474,-5.436099117969761,-0.3906735747801493,-0.13980130381735822,-0.3709274841364456
BULL_2017,111,172,154.95495495495496,61,-9.171380683008586,8.443327047978208,6.955793002304631,0.8015971328914024,0.051713998545883655,0.8068150708445436
CHOP_2015_2016,201,312,155.22388059701493,111,-4.683314198239579,1.3346727898966648,3.8844240336777673,0.31600542194512116,0.12366937696762648,0.6317706372680971
COVID_2020,96,129,134.375,33,14.801356589147282,-6.686046511627907,-12.742248062015506,-2.2971109256571998,-1.1724203322411144,-4.033844930546637
GFC_2007_2009,112,160,142.85714285714286,48,4.553571428571431,4.017857142857139,0.625,0.05999307438133794,0.24891901966221353,-0.448770816978346
