future_group,n,stocks,stop_rate_pct,hit2_before_stop_pct,hit3_before_stop_pct,hit5_before_stop_pct,avg_mfe_before_stop_pct,avg_mae_before_stop_pct,avg_ret_5d_pct,avg_ret_10d_pct,avg_ret_15d_pct,avg_ret_20d_pct,median_swing_distance_pct,sum_ret_20d_pct_points
NOT_REMOVED_2007_2010,79,28,36.708860759493675,70.88607594936708,62.0253164556962,46.835443037974684,5.644858224121257,-3.35631954936311,0.2007045784956293,0.6535175885624117,1.6615342809864526,2.4050780238146925,3.4746101559376186,190.0011638813607
REMOVED_2007_2010,33,17,30.303030303030305,87.87878787878788,81.81818181818183,57.57575757575758,9.025243581359645,-4.645440698805308,0.7452097901354227,2.4267959136753325,2.636614493739556,2.7339740671948305,5.335978977851674,90.22114421742941
