signal_type,n,stocks,stop_rate_pct,hit2_before_stop_pct,hit3_before_stop_pct,hit5_before_stop_pct,avg_mfe_before_stop_pct,avg_mae_before_stop_pct,avg_ret_5d_pct,avg_ret_10d_pct,avg_ret_15d_pct,avg_ret_20d_pct,median_swing_distance_pct
STOCH_ONLY_CONTROL,130,58,71.53846153846153,73.07692307692307,56.15384615384615,30.76923076923077,4.991206041283916,-6.548502033548595,-2.3817108778614826,-5.163908228730824,-6.227378546469779,-6.149664063448556,4.022682393744725
V0.1,97,53,56.70103092783505,72.16494845360825,62.88659793814433,43.29896907216495,7.2628737949140385,-5.373938870859764,-1.2133941274341733,-1.6204504028630005,-1.0108457892286646,-2.1453987644374912,4.22266618921614
