signal_type,regime,n,stocks,stop_rate_pct,hit2_before_stop_pct,hit3_before_stop_pct,hit5_before_stop_pct,avg_mfe_before_stop_pct,avg_mae_before_stop_pct,avg_ret_5d_pct,avg_ret_10d_pct,avg_ret_15d_pct,avg_ret_20d_pct,median_swing_distance_pct
STOCH_ONLY_CONTROL,GREEN,150,46,38.666666666666664,78.0,72.0,51.33333333333333,6.772761541193666,-3.4501430724697655,0.5600706854107319,1.1626334977999806,1.9152286716317932,2.112551666331545,3.5486442742653224
STOCH_ONLY_CONTROL,YELLOW,10,9,50.0,70.0,70.0,40.0,5.622300056546057,-4.043547806966792,0.22361384847737203,0.3214926657400774,1.5852726256424243,1.163150233200453,3.9335273929560044
V0.1,GREEN,104,45,35.57692307692308,75.96153846153845,67.3076923076923,50.0,6.545720730706672,-3.7485540084534046,0.24857083410964026,1.0024483126050938,1.7856822930275267,2.290882657059953,3.700503620779194
V0.1,YELLOW,8,7,25.0,75.0,75.0,50.0,7.87773523711921,-3.574896322638338,1.8245272535276342,3.432191267098342,4.069816002059043,5.246313970569376,5.572388993622878
