window,ticker,data_source,signal_type,signal_date,entry_date,entry_open,regime,spy_close,spy_ma50,spy_ma200,spy_roc5_pct,spy_roc5_pass,swing_start,swing_low,swing_distance_pct,stop_hit_20d,days_to_stop,mfe_20d_pct,mae_20d_pct,mfe_before_stop_pct,mae_before_stop_pct,ret_5d_pct,ret_10d_pct,ret_15d_pct,ret_20d_pct,hit_2pct_before_stop,days_to_2pct,hit_3pct_before_stop,days_to_3pct,hit_5pct_before_stop,days_to_5pct,roc5_group
BULL_2013_2014,NUE,legacy,ROC5_FAIL,2014-12-31,2015-01-02,45.237,GREEN,194.4,191.74339999999995,183.4218,-1.0687022900763288,False,2014-12-12,44.018,2.7693216411468047,True,1.0,0.40453610982160715,-12.794836085505235,0.40453610982160715,-4.5891637376483825,-2.9467029201759587,-9.775184030771278,-9.95424099741362,-10.199615359108705,False,,False,,False,,ROC5_FAIL
BULL_2017,CVX,yfinance,ROC5_FAIL,2017-01-13,2017-01-17,77.78242225933266,GREEN,195.5269012451172,190.4107238769531,183.029979095459,-0.07040430773295192,False,2017-01-10,76.7533356707505,1.3407711594407346,True,8.0,1.2199118713128287,-5.223393928798636,1.2199118713128287,-3.0498325457680386,-0.025763856956817488,-4.33846408875711,-4.304143672023574,-2.408036281694803,False,,False,,False,,ROC5_FAIL
BULL_2017,MKC,yfinance,ROC5_FAIL,2017-04-05,2017-04-06,41.89489913746467,GREEN,203.06320190429688,201.9972915649414,190.09770126342772,-0.32266426805005466,False,2017-03-30,40.28052488155931,4.007828251126955,False,,1.502225905999155,-1.6115871062441833,1.502225905999155,-1.6115871062441833,-1.3231093703706787,-0.11935755739835852,-0.61677633919337,-0.35810109029599246,False,,False,,False,,ROC5_FAIL
BULL_2017,SYY,yfinance,ROC5_FAIL,2017-04-06,2017-04-07,40.678163464435876,GREEN,203.63406372070312,202.11603271484375,190.22811164855958,-0.3597330444976343,False,2017-04-04,40.21464404326106,1.1526135123219872,False,,8.59463499627724,-0.2129318828425708,8.59463499627724,-0.2129318828425708,0.8904223934369737,2.3228552475876185,2.3034901898204563,6.271760947517313,True,10.0,True,12.0,True,18.0,ROC5_FAIL
BULL_2017,ABBV,yfinance,ROC5_FAIL,2017-04-07,2017-04-10,44.29307061458371,GREEN,203.42648315429688,202.234755859375,190.35893211364746,-0.2290686971851641,False,2017-04-03,43.71828452128748,1.3147498800332835,True,5.0,4.0786864986130045,-2.6748639167355037,0.4274790523616234,-2.6748639167355037,-1.8576494766556317,0.37811283790303296,2.7372391976151045,2.02793899999254,False,,False,,False,,ROC5_FAIL
BULL_2017,ADP,yfinance,ROC5_FAIL,2017-04-07,2017-04-10,83.5334010060419,GREEN,203.42648315429688,202.234755859375,190.35893211364746,-0.2290686971851641,False,2017-03-30,82.47044186087062,1.2888971141497008,True,16.0,3.445574436530996,-6.5191975267659625,3.445574436530996,-6.5191975267659625,-0.22514553353374378,2.789762844480159,1.8108964879821388,-4.972603979155654,True,10.0,True,12.0,False,,ROC5_FAIL
BULL_2017,CLX,yfinance,ROC5_FAIL,2017-04-11,2017-04-12,100.32379581087372,GREEN,203.30538940429688,202.5090609741211,190.6297306060791,-0.178346308298849,False,2017-03-29,99.40905697278912,0.9201765572879328,True,13.0,2.631300016618865,-4.045385913709543,2.631300016618865,-2.3987486580394513,1.9921946473878016,0.7515979999012767,-0.48147752945928435,-0.28599690111913434,True,3.0,False,,False,,ROC5_FAIL
BULL_2017,KMB,yfinance,ROC5_FAIL,2017-04-11,2017-04-12,95.4959085057746,GREEN,203.30538940429688,202.5090609741211,190.6297306060791,-0.178346308298849,False,2017-03-31,94.20153105787946,1.3740513910541763,True,6.0,1.0843075263505364,-5.4593424658933465,1.0843075263505364,-2.5526997232526494,-1.1822450633154125,-2.1084293286442235,-3.471401163554899,-3.531624032656233,False,,False,,False,,ROC5_FAIL
BULL_2017,MMM,yfinance,ROC5_FAIL,2017-04-11,2017-04-12,117.11809835383933,GREEN,203.30538940429688,202.5090609741211,190.6297306060791,-0.178346308298849,False,2017-04-10,116.30575832648755,0.6984521136704336,True,1.0,5.039149249626362,-0.8880288003924264,0.09457986326339984,-0.8880288003924264,0.4466552282629488,3.0476682756568563,4.834208084281322,3.3839286161541526,False,,False,,False,,ROC5_FAIL
BULL_2017,PG,yfinance,ROC5_FAIL,2017-04-11,2017-04-12,69.38539428849718,GREEN,203.30538940429688,202.5090609741211,190.6297306060791,-0.178346308298849,False,2017-03-31,68.65052256963197,1.0704532046639903,True,9.0,1.6082381607051,-3.5255122574409437,1.6082381607051,-1.582129085434758,0.35007599572087766,-1.4922498522751293,-2.8852043319876453,-3.1997357010233207,False,,False,,False,,ROC5_FAIL
BULL_2017,BF-B,yfinance,ROC5_FAIL,2017-04-12,2017-04-13,30.72486364655604,GREEN,202.41452026367188,202.6385467529297,190.791693649292,-0.31944814941444744,False,2017-03-31,30.423453053787647,0.9907178920009807,False,,8.175272366703146,-0.8720288376815821,8.175272366703146,-0.8720288376815821,0.8502540948934989,3.161132839318137,6.845470097569373,7.259669219630505,True,6.0,True,7.0,True,14.0,ROC5_FAIL
BULL_2017,JNJ,yfinance,ROC5_FAIL,2017-04-12,2017-04-13,97.10945784173215,GREEN,202.41452026367188,202.6385467529297,190.791693649292,-0.31944814941444744,False,2017-03-30,96.19370979021065,0.9519832986155441,True,2.0,0.5434463355576069,-3.3404876515419457,0.5434463355576069,-3.3404876515419457,-2.6931799781887866,-1.3266064506982644,-1.2946226812210027,-1.1907520311942532,False,,False,,False,,ROC5_FAIL
BULL_2017,ADM,yfinance,ROC5_FAIL,2017-04-18,2017-04-19,34.465756588533424,GREEN,202.276123046875,202.97042907714842,191.18517181396484,-0.6246395625446599,False,2017-04-11,33.59138757578511,2.602955923674366,True,9.0,1.2795213149838114,-9.331561001448275,1.2795213149838114,-8.40497485676167,-0.1323553587808335,-8.868285192207159,-6.70636279937683,-7.704105874662859,False,,False,,False,,ROC5_FAIL
BULL_2017,AFL,yfinance,ROC5_FAIL,2017-05-18,2017-05-19,29.77540197358518,GREEN,204.78439331054688,204.58874725341798,193.71722534179688,-1.0903333806481341,False,2017-05-11,29.379962259921523,1.345950379940053,False,,8.859753091402212,-0.3387992910939164,8.859753091402212,-0.3387992910939164,2.0168109041527327,3.270922942559573,5.806294741889451,8.041875740427407,True,5.0,True,8.0,True,14.0,ROC5_FAIL
BULL_2017,T,yfinance,ROC5_FAIL,2017-05-19,2017-05-22,15.0715333182717,GREEN,206.1163330078125,204.6315768432617,193.82708198547363,-0.2803701958486893,False,2017-05-17,14.760168191199934,2.1094957932620506,False,,2.955001645307642,-0.6014794623338537,2.955001645307642,-0.6014794623338537,0.8106601607498654,1.281367932978572,1.1506259685780673,1.098315261981453,True,8.0,False,,False,,ROC5_FAIL
BULL_2017,LEG,yfinance,ROC5_FAIL,2017-05-23,2017-05-24,35.83420134866303,GREEN,207.62127685546875,204.73760833740235,194.05005554199218,-0.01250700855429665,False,2017-05-15,34.917894267170425,2.62417623033504,False,,5.5804636607615254,0.0,5.5804636607615254,0.0,1.717776414115968,1.62015801434916,2.7896200563101825,3.49716715996351,True,1.0,True,12.0,True,17.0,ROC5_FAIL
BULL_2017,NUE,yfinance,ROC5_FAIL,2017-05-23,2017-05-24,48.6864096895395,GREEN,207.62127685546875,204.73760833740235,194.05005554199218,-0.01250700855429665,False,2017-05-11,45.262179817633644,7.565322495961224,True,15.0,2.2094605452835037,-8.905401184959395,2.2094605452835037,-7.977716590979755,-0.37107057577716596,-0.2529699964750165,-7.910256465329413,-4.36837519613007,True,12.0,False,,False,,ROC5_FAIL
BULL_2017,PPG,yfinance,ROC5_FAIL,2017-05-23,2017-05-24,89.42686455846226,GREEN,207.62127685546875,204.73760833740235,194.05005554199218,-0.01250700855429665,False,2017-05-15,87.83594865532899,1.8112355220025744,False,,4.625485368145266,-1.0393050709351148,4.625485368145266,-1.0393050709351148,2.209752562656342,1.0487010863702961,4.232214466590989,3.529975015664344,True,5.0,True,5.0,False,,ROC5_FAIL
BULL_2017,WBA,legacy_fallback,ROC5_FAIL,2017-06-27,2017-06-28,76.664,GREEN,209.74624633789062,208.13953125,197.0236887359619,-0.6913351628877074,False,2017-06-22,74.379,3.072103685179961,False,,5.239747469477196,-1.4830950641761431,5.239747469477196,-1.4830950641761431,0.2974016487529818,0.6704581028905254,2.981842846707705,1.6657101116560602,True,1.0,True,1.0,True,1.0,ROC5_FAIL
BULL_2017,LOW,yfinance,ROC5_FAIL,2017-06-30,2017-07-03,65.56572465841498,GREEN,210.15469360351562,208.615810546875,197.44401168823242,-0.5470716994576796,False,2017-06-26,63.70803181910568,2.915947622717474,True,12.0,0.5769191644130478,-8.230758772064995,0.5769191644130478,-8.230758772064995,-2.243570649707205,-2.615389705203619,-2.419726087190821,0.3392123805706415,False,,False,,False,,ROC5_FAIL
BULL_2017,ITW,yfinance,ROC5_FAIL,2017-07-03,2017-07-05,116.3825926490093,GREEN,210.51112365722656,208.7680551147461,197.57967582702636,-0.4438873802468546,False,2017-06-29,113.7226468541636,2.3389763327059887,True,15.0,2.42398119119156,-3.379739123702008,2.42398119119156,-3.0473383588004888,1.2812470206692295,2.2785265653339826,-2.9919316143718566,-1.814554383974032,True,5.0,False,,False,,ROC5_FAIL
BULL_2017,MMM,yfinance,ROC5_FAIL,2017-08-01,2017-08-02,125.7913448954505,GREEN,214.95230102539062,211.46890075683595,200.49357772827148,-0.040417773318446315,False,2017-07-27,122.37403146040916,2.7925152046224033,False,,2.6773201124801416,-0.34548949503623305,2.6773201124801416,-0.34548949503623305,1.6191856164916807,2.327894750428916,0.3178173320896205,0.8226778225383757,True,1.0,False,,False,,ROC5_FAIL
BULL_2017,ABBV,yfinance,ROC5_FAIL,2017-08-03,2017-08-04,49.0430096285183,GREEN,214.63943481445312,211.7671371459961,200.82067070007324,-0.09709323272738546,False,2017-07-31,48.119622285725484,1.9189413776149467,False,,6.786588939426674,-2.388637909397584,6.786588939426674,-2.388637909397584,-0.7587523859856726,-1.700148517378175,1.8406518093542878,5.971636082624698,True,15.0,True,16.0,True,19.0,ROC5_FAIL
BULL_2017,SWK,yfinance,ROC5_FAIL,2017-08-03,2017-08-04,110.91636221145383,GREEN,214.63943481445312,211.7671371459961,200.82067070007324,-0.09709323272738546,False,2017-07-28,108.34178347398978,2.3763488609010563,True,4.0,2.7588467293671926,-4.3969148576870065,0.09115681518911956,-3.0364761370247018,-2.419347336768962,-3.5764161185845467,-2.6437862826528713,0.4834601042010611,False,,False,,False,,ROC5_FAIL
BULL_2017,ABT,yfinance,ROC5_FAIL,2017-08-15,2017-08-16,41.627953879275736,GREEN,214.24835205078125,212.49003265380858,202.05711051940918,-0.3033223019037856,False,2017-08-09,40.787579715207855,2.060367812789199,False,,7.259365264777218,-0.9380327452421455,7.259365264777218,-0.9380327452421455,1.2234541477067484,2.1818763626785254,4.9958739238624705,5.403754108858783,True,1.0,True,11.0,True,15.0,ROC5_FAIL
BULL_2017,CTAS,yfinance,ROC5_FAIL,2017-08-15,2017-08-16,30.282490257554866,GREEN,214.24835205078125,212.49003265380858,202.05711051940918,-0.3033223019037856,False,2017-08-11,29.55103722090383,2.475219503069148,False,,1.7478212183259956,-2.355400078354286,1.7478212183259956,-2.355400078354286,0.5551058538529219,0.3450817124424743,-0.12749622518014592,0.9751856292726124,False,,False,,False,,ROC5_FAIL
BULL_2017,MHFI,yfinance,ROC5_FAIL,2017-08-15,2017-08-16,132.84485585551084,GREEN,214.24835205078125,212.49003265380858,202.05711051940918,-0.3033223019037856,False,2017-08-08,128.4347214469214,3.433755575521702,False,,2.1701200523826847,-2.0247134412560874,2.1701200523826847,-2.0247134412560874,-0.5456445668560517,1.2077770687317413,-0.2028512401226812,1.3264062564579904,True,13.0,False,,False,,ROC5_FAIL
BULL_2017,SHW,yfinance,ROC5_FAIL,2017-08-16,2017-08-17,102.57176624332786,GREEN,214.62203979492188,212.5753857421875,202.2204261779785,-0.12539116839730413,False,2017-07-31,101.64847909834795,0.908313782134007,True,0.0,5.918269969435164,-1.809454643958286,0.3216109648638499,-1.0159340143376272,0.8596622406647825,1.9747678990996498,3.5617840586044336,2.488733439543034,False,,False,,False,,ROC5_FAIL
BULL_2017,BEN,yfinance,ROC5_FAIL,2017-08-23,2017-08-24,26.35524335346281,GREEN,212.55352783203125,212.67714813232422,203.01914093017578,-0.9637928913857841,False,2017-08-01,25.827756091544007,2.0423270997649734,True,8.0,2.5900517806932255,-3.578997062912237,2.5900517806932255,-2.142718457449855,1.789476510483201,-3.3670983855337178,0.023528979492337676,0.9888968397541831,True,5.0,False,,False,,ROC5_FAIL
BULL_2017,ADP,yfinance,ROC5_FAIL,2017-08-29,2017-08-30,86.57215252299285,GREEN,212.80557250976562,212.76455383300782,203.58534187316894,-0.24038571585529578,False,2017-08-18,84.54105514732473,2.4024982561770214,False,,4.980080290415878,-0.5889011439743741,4.980080290415878,-0.5889011439743741,4.00611092068921,1.9722056267275523,1.9722056267275523,4.101561905514872,True,2.0,True,4.0,False,,ROC5_FAIL
BULL_2017,EMR,yfinance,ROC5_FAIL,2017-08-29,2017-08-30,47.25686979442863,GREEN,212.80557250976562,212.76455383300782,203.58534187316894,-0.24038571585529578,False,2017-08-21,46.81961533400242,0.9339129706788851,False,,9.972604141831365,-0.08567381175057509,9.972604141831365,-0.08567381175057509,3.1700096871912775,6.048682442928288,8.704609263935481,7.710768791656486,True,4.0,True,5.0,True,8.0,ROC5_FAIL
