signal_type,regime,n,stocks,stop_rate_pct,hit2_before_stop_pct,hit3_before_stop_pct,hit5_before_stop_pct,avg_mfe_before_stop_pct,avg_mae_before_stop_pct,avg_ret_5d_pct,avg_ret_10d_pct,avg_ret_15d_pct,avg_ret_20d_pct,median_swing_distance_pct
STOCH_ONLY_CONTROL,GREEN,428,52,42.757009345794394,65.18691588785047,55.84112149532711,36.68224299065421,4.296180558181231,-2.303847577302907,0.6281557718243038,0.9225784830587237,1.664091817390095,2.225846086404641,2.419771371696311
STOCH_ONLY_CONTROL,YELLOW,19,19,5.263157894736842,100.0,94.73684210526315,94.73684210526315,11.929413778256185,-0.8536213783088505,5.5037174421716255,8.668315456479109,10.23529355659982,11.507967701768406,4.973821989528804
V0.1,GREEN,300,52,39.666666666666664,70.66666666666667,59.66666666666667,42.0,4.66453811493546,-2.173122682993653,0.8156529973650101,1.442758014297579,2.2112847180508863,2.60825601627458,2.42108882358425
V0.1,YELLOW,14,14,0.0,100.0,100.0,100.0,12.442118979276984,-0.5869935380692256,5.564600471998267,9.052804704489478,10.94189333504204,11.199736431582755,5.877879826652677
