signal_type,n,stocks,stop_rate_pct,hit2_before_stop_pct,hit3_before_stop_pct,hit5_before_stop_pct,avg_mfe_before_stop_pct,avg_mae_before_stop_pct,avg_ret_5d_pct,avg_ret_10d_pct,avg_ret_15d_pct,avg_ret_20d_pct,median_swing_distance_pct
STOCH_ONLY_CONTROL,58,41,53.44827586206896,67.24137931034483,53.44827586206896,41.37931034482759,5.280939644982892,-4.934777541390977,-0.48443376198199967,-0.8893218343070985,-1.0044190169605398,-0.9402694492953706,4.494414066240271
V0.1,38,35,68.42105263157895,55.26315789473685,44.73684210526316,31.57894736842105,4.574608858921235,-5.415426580707167,-1.1728547248061698,-1.6889819370458492,-3.4171663271789274,-2.6370478704716276,4.27778288132542
