window,delta_stop_low95,delta_stop_high95,delta_hit3_low95,delta_hit3_high95,delta_hit5_low95,delta_hit5_high95,delta_ret20_low95,delta_ret20_high95
BEAR_2022,-42.42773892773893,28.07873627920066,-30.8756038647343,44.28968253968252,-41.17880485527544,28.978076758147516,-7.981998599342428,4.733835283573967
BULL_2013_2014,4.896077908774002,33.3341968911917,-34.614813858290816,-4.103993758434551,-29.625777712424377,1.3155873538226517,-3.5112287358522307,-0.07170762719522399
BULL_2017,-14.055215478370176,33.74847556652202,-14.854175652749024,26.420512287509233,-18.162422267523265,13.526170681743412,-2.996104147155956,0.7242859842163233
CHOP_2015_2016,-10.470497552818804,25.09316168327794,-31.259898585145294,2.3187592809451316,-25.34406127572296,0.7160714285714198,-1.8174199597751528,1.5888802879811776
COVID_2020,-46.35075203517478,42.69215553373076,-26.92435897435897,38.021141453647324,-18.81932722449963,50.022907635551825,-8.072692795641082,16.280754813856106
GFC_2007_2009,-16.666666666666664,28.80451977401129,-38.150833264582126,2.8331681779118476,-41.332559339525275,0.7479918681420477,-4.676048632436007,2.422185953934263
ALL_WINDOWS_POOLED,-0.18978846018694018,21.050007359895282,-21.741820285531844,-2.417154694130072,-19.222250609872273,-0.39981261098608906,-2.481324496203487,1.6975442159206522
