window,ticker,data_source,signal_type,signal_date,entry_date,entry_open,regime,spy_close,spy_ma50,spy_ma200,macd_hist,macd_hist_1,macd_hist_2,macd_pass,swing_start,swing_low,swing_distance_pct,stop_hit_20d,days_to_stop,mfe_20d_pct,mae_20d_pct,mfe_before_stop_pct,mae_before_stop_pct,ret_5d_pct,ret_10d_pct,ret_15d_pct,ret_20d_pct,hit_2pct_before_stop,days_to_2pct,hit_3pct_before_stop,days_to_3pct,hit_5pct_before_stop,days_to_5pct,macd_group,spy_state_source,spy_roc5_pct,spy_dist_ma50_pct,spy_dist_ma200_pct,spy_ma50_slope10_pct,spy_rv20_ann_pct,spy_close_reloaded,spy_ma50_reloaded,spy_ma200_reloaded,breadth_above_ma50_pct,breadth_5d_positive_pct,breadth_loaded_universe,cluster_size,cluster_stocks,loaded_universe,cluster_share_pct,spy_close_drift_pct,spy_ma50_drift_pct,spy_ma200_drift_pct,spy_roc5_pct_bin,spy_dist_ma50_pct_bin,spy_dist_ma200_pct_bin,spy_ma50_slope10_pct_bin,spy_rv20_ann_pct_bin,breadth_above_ma50_pct_bin,breadth_5d_positive_pct_bin,cluster_size_bin,cluster_share_pct_bin
BEAR_2022,ITW,yfinance,MACD_FAIL,2022-01-25,2022-01-26,211.1882123363355,YELLOW,408.801025390625,436.1611547851562,413.7037190246582,-1.363874362338401,-1.1511756952940284,-1.0954955452897146,False,2022-01-21,206.6879843180967,2.177305097384319,True,7.0,5.057207594607349,-10.97784521328422,5.057207594607349,-4.215067533309935,0.3657784752726822,-3.555775791389182,-6.392761207335552,-8.919236054772705,True,6.0,True,6.0,True,6.0,MACD_FAIL,yfinance,-4.823753797288655,-6.27291387982678,-1.1850447681042708,-0.3931759219421238,13.620969833569829,408.8011474609375,436.1611614990234,413.7037217712402,37.096774193548384,9.67741935483871,64,7,7,64,10.9375,2.9860569061845865e-05,1.5393088359516582e-06,6.639007343878234e-07,<=-4,<=-5,"(-5,0]","(-1,0]","(10,20]","(25,50]",<=25,5-9,>10
BEAR_2022,JNJ,yfinance,MACD_FAIL,2022-01-25,2022-01-26,147.3833944783963,YELLOW,408.801025390625,436.1611547851562,413.7037190246582,-0.7693065741573162,-1.0217467752091962,-0.929099610134747,False,2022-01-14,139.2198851849617,5.863752353041307,False,,3.62903102242802,-6.458374228987873,3.62903102242802,-6.458374228987873,3.1216628516439915,2.357674598235904,-0.1969489777156718,-5.004671677539918,True,1.0,True,3.0,False,,MACD_FAIL,yfinance,-4.823753797288655,-6.27291387982678,-1.1850447681042708,-0.3931759219421238,13.620969833569829,408.8011474609375,436.1611614990234,413.7037217712402,37.096774193548384,9.67741935483871,64,7,7,64,10.9375,2.9860569061845865e-05,1.5393088359516582e-06,6.639007343878234e-07,<=-4,<=-5,"(-5,0]","(-1,0]","(10,20]","(25,50]",<=25,5-9,>10
BEAR_2022,LOW,yfinance,MACD_PASS,2022-01-25,2022-01-26,212.55731023097775,YELLOW,408.801025390625,436.1611547851562,413.7037190246582,-2.43359904726619,-2.737351507962895,-3.1832111033667685,True,2022-01-19,201.26043921977688,5.613060895124389,True,18.0,3.504492039218321,-11.31750427433048,3.504492039218321,-9.37392877926596,2.8164948044340887,0.4729962626020878,-2.386476404732585,-8.234429628118711,True,3.0,True,5.0,False,,MACD_PASS,yfinance,-4.823753797288655,-6.27291387982678,-1.1850447681042708,-0.3931759219421238,13.620969833569829,408.8011474609375,436.1611614990234,413.7037217712402,37.096774193548384,9.67741935483871,64,7,7,64,10.9375,2.9860569061845865e-05,1.5393088359516582e-06,6.639007343878234e-07,<=-4,<=-5,"(-5,0]","(-1,0]","(10,20]","(25,50]",<=25,5-9,>10
BEAR_2022,O,yfinance,MACD_PASS,2022-01-25,2022-01-26,54.57356605447486,YELLOW,408.801025390625,436.1611547851562,413.7037190246582,-0.3433174328658002,-0.3989400275533979,-0.4170818908210465,True,2022-01-20,51.71038671281361,5.536952097385428,True,19.0,1.2824466084077055,-7.56996345928399,1.2824466084077055,-5.675087075509177,0.9642305239441872,-0.8293778662299967,-2.449424328985106,-4.908446641054532,False,,False,,False,,MACD_PASS,yfinance,-4.823753797288655,-6.27291387982678,-1.1850447681042708,-0.3931759219421238,13.620969833569829,408.8011474609375,436.1611614990234,413.7037217712402,37.096774193548384,9.67741935483871,64,7,7,64,10.9375,2.9860569061845865e-05,1.5393088359516582e-06,6.639007343878234e-07,<=-4,<=-5,"(-5,0]","(-1,0]","(10,20]","(25,50]",<=25,5-9,>10
BEAR_2022,ALB,yfinance,MACD_FAIL,2022-01-26,2022-01-27,201.2120775169926,YELLOW,407.7754821777344,435.5541857910157,413.8195297241211,-2.2025127485228904,-2.0888197295345154,-1.6903959972585136,False,2022-01-20,186.37854067350293,7.9588222924628305,True,15.0,16.515509445457276,-20.15694813468253,16.515509445457276,-8.457465146095721,1.0477827805378537,10.90540019676871,-7.428473856569317,-9.810651014403826,True,2.0,True,2.0,True,3.0,MACD_FAIL,yfinance,-4.066425260202622,-6.3777710718926794,-1.460537561580244,-0.5835215971078056,13.570148390024766,407.7755432128906,435.5541925048828,413.8195329284668,32.25806451612903,12.903225806451612,64,5,5,64,7.8125,1.4967833750212378e-05,1.541453920061997e-06,7.743340857402359e-07,<=-4,<=-5,"(-5,0]","(-1,0]","(10,20]","(25,50]",<=25,5-9,"(5,10]"
BEAR_2022,BEN,yfinance,MACD_FAIL,2022-01-26,2022-01-27,25.535018756288547,YELLOW,407.7754821777344,435.5541857910157,413.8195297241211,-0.3155836678055644,-0.3204950379021955,-0.2871901727530521,False,2022-01-20,24.00164640566512,6.388613200557369,True,15.0,2.769130199321124,-13.814563318384876,2.769130199321124,-6.782830129980377,-3.6714653749858384,-2.3335436435622414,-6.316123505180671,-6.004994724110269,True,3.0,False,,False,,MACD_FAIL,yfinance,-4.066425260202622,-6.3777710718926794,-1.460537561580244,-0.5835215971078056,13.570148390024766,407.7755432128906,435.5541925048828,413.8195329284668,32.25806451612903,12.903225806451612,64,5,5,64,7.8125,1.4967833750212378e-05,1.541453920061997e-06,7.743340857402359e-07,<=-4,<=-5,"(-5,0]","(-1,0]","(10,20]","(25,50]",<=25,5-9,"(5,10]"
BEAR_2022,ESS,yfinance,MACD_FAIL,2022-01-26,2022-01-27,278.8276983098833,YELLOW,407.7754821777344,435.5541857910157,413.8195297241211,-1.9235047378643493,-1.828748018076145,-1.7402675507880598,False,2022-01-19,271.8398752429154,2.570565874753883,True,0.0,2.860708163991577,-6.972920905038526,1.042456602687536,-3.184938803926207,-0.0636451377856728,-3.1334107103366597,-4.6637458660188535,-1.627307694566782,False,,False,,False,,MACD_FAIL,yfinance,-4.066425260202622,-6.3777710718926794,-1.460537561580244,-0.5835215971078056,13.570148390024766,407.7755432128906,435.5541925048828,413.8195329284668,32.25806451612903,12.903225806451612,64,5,5,64,7.8125,1.4967833750212378e-05,1.541453920061997e-06,7.743340857402359e-07,<=-4,<=-5,"(-5,0]","(-1,0]","(10,20]","(25,50]",<=25,5-9,"(5,10]"
BEAR_2022,FRT,yfinance,MACD_PASS,2022-01-26,2022-01-27,102.39961987596882,YELLOW,407.7754821777344,435.5541857910157,413.8195297241211,-1.1940880157095093,-1.2920036609986896,-1.435563424334129,True,2022-01-19,97.21155250848778,5.336883563327577,True,18.0,2.9077509942764257,-8.900537132000263,2.9077509942764257,-6.814339001617276,0.4027279039518827,-0.1208337887134369,-4.639575540925078,-3.0608214541893,True,2.0,False,,False,,MACD_PASS,yfinance,-4.066425260202622,-6.3777710718926794,-1.460537561580244,-0.5835215971078056,13.570148390024766,407.7755432128906,435.5541925048828,413.8195329284668,32.25806451612903,12.903225806451612,64,5,5,64,7.8125,1.4967833750212378e-05,1.541453920061997e-06,7.743340857402359e-07,<=-4,<=-5,"(-5,0]","(-1,0]","(10,20]","(25,50]",<=25,5-9,"(5,10]"
BEAR_2022,WST,yfinance,MACD_PASS,2022-01-26,2022-01-27,378.3264274167572,YELLOW,407.7754821777344,435.5541857910157,413.8195297241211,-1.4343382696924571,-2.363252786774828,-3.412033193190677,True,2022-01-05,356.0208263560753,6.265251751978385,True,18.0,6.788876833177371,-8.833355671808851,6.788876833177371,-6.73401553855002,5.005473967150387,4.326583933563888,1.1279795288670955,0.91129808020618,True,1.0,True,2.0,True,4.0,MACD_PASS,yfinance,-4.066425260202622,-6.3777710718926794,-1.460537561580244,-0.5835215971078056,13.570148390024766,407.7755432128906,435.5541925048828,413.8195329284668,32.25806451612903,12.903225806451612,64,5,5,64,7.8125,1.4967833750212378e-05,1.541453920061997e-06,7.743340857402359e-07,<=-4,<=-5,"(-5,0]","(-1,0]","(10,20]","(25,50]",<=25,5-9,"(5,10]"
BEAR_2022,MKC,yfinance,MACD_FAIL,2022-01-27,2022-01-28,88.3279903338221,YELLOW,405.761962890625,434.90394470214846,413.9318403625488,-0.3625090735535294,-0.6719100659346517,-0.553164672807001,False,2022-01-26,82.28943866084869,7.33818552081873,False,,5.715727146858174,-5.888978749024343,5.715727146858174,-5.888978749024343,3.647462619903408,2.6490023837916654,-0.3668148219581946,-3.0361789798215133,True,1.0,True,3.0,True,4.0,MACD_FAIL,yfinance,-3.4717482588660364,-6.700794005016086,-1.9737334348202573,-0.7855971535458584,13.380026058835353,405.7619323730469,434.9039501953125,413.93184356689454,32.25806451612903,20.967741935483872,64,1,1,64,1.5625,-7.521054434800334e-06,1.2630752443953952e-06,7.741240093395163e-07,"(-4,-2]",<=-5,"(-5,0]","(-1,0]","(10,20]","(25,50]",<=25,1,<=2
BEAR_2022,MCD,yfinance,MACD_PASS,2022-01-28,2022-01-31,229.8608428696535,GREEN,415.8392333984375,434.4205560302734,414.073949432373,-1.028732937601267,-1.572583538374437,-1.617261103535008,True,2022-01-12,221.05469701268447,3.983695427409861,True,17.0,3.082115959138365,-6.042661657816895,3.082115959138365,-6.042661657816895,1.8939642033711124,-0.6391673816403154,-0.9097300911671602,-5.512104142380325,True,2.0,True,3.0,False,,MACD_PASS,yfinance,0.9064326705873427,-4.2772740758796886,0.42631290681656164,-0.9139388027515905,17.022575032282848,415.8392028808594,434.4205609130859,414.0739521789551,40.32258064516129,45.16129032258065,64,1,1,64,1.5625,-7.338792418210005e-06,1.1239828401343743e-06,6.633071425454773e-07,"(0,2]","(-5,-2]","(0,5]","(-1,0]","(10,20]","(25,50]","(25,50]",1,<=2
BEAR_2022,ABT,yfinance,MACD_PASS,2022-01-31,2022-02-01,116.4223002034917,GREEN,423.328857421875,434.1083367919922,414.2470320129394,-0.4318889209884404,-0.8757193122277536,-1.2853522867568237,True,2022-01-12,108.7717322258522,7.033599466591167,True,13.0,2.802869387206197,-10.15937201799899,2.802869387206197,-9.83747288480339,1.0049557345180649,-2.661524361139045,-7.945349094215615,-5.50364376010738,True,1.0,False,,False,,MACD_PASS,yfinance,2.289456863732342,-2.483125773291328,2.192376147050479,-0.9920657690443146,18.67031932211118,423.3288879394531,434.10834411621096,414.2470347595215,40.32258064516129,53.225806451612904,64,5,5,64,7.8125,7.208952945703118e-06,1.6871868568912873e-06,6.630299864696099e-07,>2,"(-5,-2]","(0,5]","(-1,0]","(10,20]","(25,50]","(50,75]",5-9,"(5,10]"
BEAR_2022,APD,yfinance,MACD_PASS,2022-01-31,2022-02-01,252.2272004328193,GREEN,423.328857421875,434.1083367919922,414.2470320129394,-1.140540371654092,-1.6560962499359393,-1.8888403791750008,True,2022-01-14,242.476779604096,4.021177138958754,True,3.0,1.243810307249027,-19.27915065555027,1.243810307249027,-7.890458354947027,-10.667845625379467,-12.427565359679594,-17.077739443253115,-17.55124930922376,False,,False,,False,,MACD_PASS,yfinance,2.289456863732342,-2.483125773291328,2.192376147050479,-0.9920657690443146,18.67031932211118,423.3288879394531,434.10834411621096,414.2470347595215,40.32258064516129,53.225806451612904,64,5,5,64,7.8125,7.208952945703118e-06,1.6871868568912873e-06,6.630299864696099e-07,>2,"(-5,-2]","(0,5]","(-1,0]","(10,20]","(25,50]","(50,75]",5-9,"(5,10]"
BEAR_2022,HRL,yfinance,MACD_PASS,2022-01-31,2022-02-01,40.69973763624834,GREEN,423.328857421875,434.1083367919922,414.2470320129394,-0.3439329709304285,-0.378446602840627,-0.388347364827469,True,2022-01-26,39.45504274918097,3.154716863393125,False,,6.91241720328255,-3.3096043524433294,6.91241720328255,-3.3096043524433294,-0.3351614896411781,-0.984498382736676,-0.0838022494813239,5.739394096273043,True,19.0,True,19.0,True,19.0,MACD_PASS,yfinance,2.289456863732342,-2.483125773291328,2.192376147050479,-0.9920657690443146,18.67031932211118,423.3288879394531,434.10834411621096,414.2470347595215,40.32258064516129,53.225806451612904,64,5,5,64,7.8125,7.208952945703118e-06,1.6871868568912873e-06,6.630299864696099e-07,>2,"(-5,-2]","(0,5]","(-1,0]","(10,20]","(25,50]","(50,75]",5-9,"(5,10]"
BEAR_2022,LIN,yfinance,MACD_PASS,2022-01-31,2022-02-01,301.46344962188726,GREEN,423.328857421875,434.1083367919922,414.2470320129394,-1.4460652179125262,-2.1579014412506665,-2.701907340466672,True,2022-01-18,286.1193119095004,5.3628458736264095,True,3.0,1.2701581309235044,-13.634384276977327,1.2701581309235044,-7.155769522507438,-6.781294694430439,-5.785794868830186,-9.159271758795809,-9.4370103285918,False,,False,,False,,MACD_PASS,yfinance,2.289456863732342,-2.483125773291328,2.192376147050479,-0.9920657690443146,18.67031932211118,423.3288879394531,434.10834411621096,414.2470347595215,40.32258064516129,53.225806451612904,64,5,5,64,7.8125,7.208952945703118e-06,1.6871868568912873e-06,6.630299864696099e-07,>2,"(-5,-2]","(0,5]","(-1,0]","(10,20]","(25,50]","(50,75]",5-9,"(5,10]"
BEAR_2022,NEE,yfinance,MACD_PASS,2022-01-31,2022-02-01,69.04485881070427,GREEN,423.328857421875,434.1083367919922,414.2470320129394,-0.7941146141302129,-1.2041533965744495,-1.218064915139064,True,2022-01-07,61.74578880859491,11.821162451638068,False,,1.8323940138387007,-9.354149463882566,1.8323940138387007,-9.354149463882566,-3.305953236222914,-3.7801048602178144,-7.329534745009059,-0.0774900776535192,False,,False,,False,,MACD_PASS,yfinance,2.289456863732342,-2.483125773291328,2.192376147050479,-0.9920657690443146,18.67031932211118,423.3288879394531,434.10834411621096,414.2470347595215,40.32258064516129,53.225806451612904,64,5,5,64,7.8125,7.208952945703118e-06,1.6871868568912873e-06,6.630299864696099e-07,>2,"(-5,-2]","(0,5]","(-1,0]","(10,20]","(25,50]","(50,75]",5-9,"(5,10]"
BEAR_2022,ADP,yfinance,MACD_PASS,2022-02-01,2022-02-02,185.85774956152048,GREEN,426.1893310546875,433.8235113525391,414.4439657592773,-2.296110301904023,-2.9012586072071382,-3.6045624099560616,True,2022-01-14,174.22132318954587,6.679105725373602,False,,2.8361513503182723,-6.4701175816902605,2.8361513503182723,-6.4701175816902605,2.724263959640272,-0.6421270696062353,-2.5977649692465854,-0.4183572479718456,True,5.0,False,,False,,MACD_PASS,yfinance,4.253435233490177,-1.7597656759730906,2.833982813533331,-1.019705026970652,18.73123655227675,426.1892395019531,433.8235168457031,414.44396865844726,38.70967741935484,70.96774193548387,64,4,4,64,6.25,-2.1481704892689635e-05,1.2662209281089076e-06,6.995324319802876e-07,>2,"(-2,0]","(0,5]",<=-1,"(10,20]","(25,50]","(50,75]",2-4,"(5,10]"
BEAR_2022,CLX,yfinance,MACD_PASS,2022-02-01,2022-02-02,140.46513455794897,GREEN,426.1893310546875,433.8235113525391,414.4439657592773,-1.3416739512655986,-1.5280458026513155,-1.6296992736735176,True,2022-01-26,138.56841893343278,1.3687935816222074,True,2.0,1.5440211870250795,-16.07025132505192,1.5440211870250795,-15.192253549447743,-13.515012134545346,-14.453546527995798,-13.266726405912364,-11.928562357887618,False,,False,,False,,MACD_PASS,yfinance,4.253435233490177,-1.7597656759730906,2.833982813533331,-1.019705026970652,18.73123655227675,426.1892395019531,433.8235168457031,414.44396865844726,38.70967741935484,70.96774193548387,64,4,4,64,6.25,-2.1481704892689635e-05,1.2662209281089076e-06,6.995324319802876e-07,>2,"(-2,0]","(0,5]",<=-1,"(10,20]","(25,50]","(50,75]",2-4,"(5,10]"
BEAR_2022,EXPD,yfinance,MACD_PASS,2022-02-01,2022-02-02,108.51973011101752,GREEN,426.1893310546875,433.8235113525391,414.4439657592773,-0.5812228323448396,-0.8384975029552799,-1.135750484396293,True,2022-01-11,104.32836108005334,4.017478073625691,True,2.0,0.9000338669375996,-12.749044416345756,0.9000338669375996,-5.898282557545298,-2.481661943128721,-6.1691672781572615,-8.222654997648405,-11.385887734134414,False,,False,,False,,MACD_PASS,yfinance,4.253435233490177,-1.7597656759730906,2.833982813533331,-1.019705026970652,18.73123655227675,426.1892395019531,433.8235168457031,414.44396865844726,38.70967741935484,70.96774193548387,64,4,4,64,6.25,-2.1481704892689635e-05,1.2662209281089076e-06,6.995324319802876e-07,>2,"(-2,0]","(0,5]",<=-1,"(10,20]","(25,50]","(50,75]",2-4,"(5,10]"
BEAR_2022,SHW,yfinance,MACD_PASS,2022-02-01,2022-02-02,281.78583175975126,GREEN,426.1893310546875,433.8235113525391,414.4439657592773,-1.4361211902593034,-2.32513899075032,-2.760796535673343,True,2022-01-07,262.6738986611546,7.275916334287458,True,7.0,0.6979869621264179,-14.392256149965732,0.6979869621264179,-7.320404504396382,-2.4106431328710487,-7.17399647471979,-11.835222339143003,-11.937598907976875,False,,False,,False,,MACD_PASS,yfinance,4.253435233490177,-1.7597656759730906,2.833982813533331,-1.019705026970652,18.73123655227675,426.1892395019531,433.8235168457031,414.44396865844726,38.70967741935484,70.96774193548387,64,4,4,64,6.25,-2.1481704892689635e-05,1.2662209281089076e-06,6.995324319802876e-07,>2,"(-2,0]","(0,5]",<=-1,"(10,20]","(25,50]","(50,75]",2-4,"(5,10]"
