signal_type,n,stocks,stop_rate_pct,hit2_before_stop_pct,hit3_before_stop_pct,hit5_before_stop_pct,avg_mfe_before_stop_pct,avg_mae_before_stop_pct,avg_ret_5d_pct,avg_ret_10d_pct,avg_ret_15d_pct,avg_ret_20d_pct,median_swing_distance_pct
STOCH_ONLY_CONTROL,312,51,53.52564102564102,56.08974358974359,42.628205128205124,21.794871794871796,3.283662498478226,-2.9312186220429637,0.05743176390144321,0.18198084967101683,0.22090487281305188,0.18683965940098934,2.3737565274073225
V0.1,201,51,58.2089552238806,53.73134328358209,41.29353233830846,17.91044776119403,2.9676570765331047,-3.05488799901059,-0.09669330327324112,-0.23445098171032777,-0.2109907588325115,-0.4449309778671077,2.3120109632642327
