window,pass_n,fail_n,pass_share_pct,delta_stop_pp,delta_hit3_pp,delta_hit5_pp,delta_mfe_pp,delta_mae_pp,delta_ret20_pp
ALL_WINDOWS_POOLED,730,548,57.12050078247261,1.9603039696030393,-2.186281371862819,-3.162683731626835,-0.32700991128231305,0.10751650767528131,0.08332600778855814
BEAR_2022,33,25,56.89655172413793,23.636363636363633,-25.575757575757578,-32.727272727272734,-3.2951719451322563,-1.1842885884904577,-3.2236553000902974
BULL_2013_2014,248,199,55.48098434004474,-7.3229048468147155,9.432241854433457,8.974307018965803,0.6603230982263417,0.11659648714008153,0.5186530497319985
BULL_2017,101,71,58.72093023255814,22.32603542044345,-19.244177938920657,-17.347650257983545,-1.7917365736589752,-0.20749567758818843,-1.5880903953722063
CHOP_2015_2016,180,132,57.69230769230769,13.98989898989899,-6.212121212121211,-14.74747474747475,-1.202303451588159,-0.4529430434144599,-1.229712268134766
COVID_2020,69,60,53.48837209302326,-11.666666666666671,10.869565217391312,11.231884057971016,1.3653259852765158,2.513849834498634,3.1190454525707265
GFC_2007_2009,99,61,61.875,-10.548103990726936,-13.661202185792362,-2.9640668984931295,-0.4400056596698425,-0.269780131625581,1.1541808635648123
