ticker,data_ticker,signal_type,signal_date,entry_date,entry_open,regime,spy_close,spy_ma50,spy_ma200,swing_start,swing_low,swing_distance_pct,stop_hit_20d,days_to_stop,mfe_20d_pct,mae_20d_pct,mfe_before_stop_pct,mae_before_stop_pct,ret_5d_pct,ret_10d_pct,ret_15d_pct,ret_20d_pct,hit_2pct_before_stop,days_to_2pct,hit_3pct_before_stop,days_to_3pct,hit_5pct_before_stop,days_to_5pct
PEP,PEP,V0.1,2020-01-13,2020-01-14,111.23918816472,GREEN,298.9327697753906,286.6059808349609,269.4917705535889,2020-01-07,109.41761214364142,1.6647923358876104,False,,7.7544441145848575,-0.3524715474774953,7.7544441145848575,-0.3524715474774953,5.28713992316614,4.0754880329362475,5.9626933094658385,7.2697887713798925,True,1.0,True,3.0,True,5.0
ED,ED,STOCH_ONLY_CONTROL,2020-01-14,2020-01-15,69.69952886843353,GREEN,298.4770202636719,287.0727526855469,269.71508544921875,2020-01-08,68.61517284238879,1.5803443773807047,False,,7.994544002893589,-0.12491552736912936,7.994544002893589,-0.12491552736912936,5.348617740269734,7.585720204581903,6.143525022792717,6.336581752920201,True,2.0,True,3.0,True,5.0
ED,ED,V0.1,2020-01-14,2020-01-15,69.69952886843353,GREEN,298.4770202636719,287.0727526855469,269.71508544921875,2020-01-08,68.61517284238879,1.5803443773807047,False,,7.994544002893589,-0.12491552736912936,7.994544002893589,-0.12491552736912936,5.348617740269734,7.585720204581903,6.143525022792717,6.336581752920201,True,2.0,True,3.0,True,5.0
PPG,PPG,STOCH_ONLY_CONTROL,2020-01-14,2020-01-15,113.26780907170654,GREEN,298.4770202636719,287.0727526855469,269.71508544921875,2020-01-06,111.30300282262866,1.7652769460397844,True,1.0,1.6729612648407333,-7.987040343172113,1.6729612648407333,-3.3382129740955,-2.65977996208947,-5.088273924178455,-4.124595466431547,-7.13130323888167,False,,False,,False,
PPG,PPG,V0.1,2020-01-14,2020-01-15,113.26780907170654,GREEN,298.4770202636719,287.0727526855469,269.71508544921875,2020-01-06,111.30300282262866,1.7652769460397844,True,1.0,1.6729612648407333,-7.987040343172113,1.6729612648407333,-3.3382129740955,-2.65977996208947,-5.088273924178455,-4.124595466431547,-7.13130323888167,False,,False,,False,
TGT,TGT,STOCH_ONLY_CONTROL,2020-01-14,2020-01-15,97.54789584301687,GREEN,298.4770202636719,287.0727526855469,269.71508544921875,2020-01-06,101.84035326247312,-4.214888579965248,True,0.0,1.6256734163226705,-6.060078350363563,1.6256734163226705,-1.642693284762542,-1.6682479044854537,-2.400208486336597,-2.000170875979146,0.6723882027731332,False,,False,,False,
TGT,TGT,V0.1,2020-01-14,2020-01-15,97.54789584301687,GREEN,298.4770202636719,287.0727526855469,269.71508544921875,2020-01-06,101.84035326247312,-4.214888579965248,True,0.0,1.6256734163226705,-6.060078350363563,1.6256734163226705,-1.642693284762542,-1.6682479044854537,-2.400208486336597,-2.000170875979146,0.6723882027731332,False,,False,,False,
AFL,AFL,STOCH_ONLY_CONTROL,2020-01-15,2020-01-16,45.04185127497077,GREEN,299.1515808105469,287.5020404052734,269.92672317504883,2020-01-08,44.613289262034726,0.9606151441085009,True,6.0,1.7316755073036871,-1.960036760110806,1.7316755073036871,-1.7126667986310795,-0.30446927487862707,-1.8648907329391395,0.7231106776193208,0.49477181039416784,False,,False,,False,
GPC,GPC,STOCH_ONLY_CONTROL,2020-01-15,2020-01-16,82.43780197156933,GREEN,299.1515808105469,287.5020404052734,269.92672317504883,2020-01-07,80.84356387837947,1.9720037275796187,True,6.0,3.0460963445235967,-6.342675770243334,3.0460963445235967,-4.128240619597157,-1.7334807484802872,-6.242476889416027,-4.428864817096878,-3.336658810305815,True,1.0,True,1.0,False,
GPC,GPC,V0.1,2020-01-15,2020-01-16,82.43780197156933,GREEN,299.1515808105469,287.5020404052734,269.92672317504883,2020-01-07,80.84356387837947,1.9720037275796187,True,6.0,3.0460963445235967,-6.342675770243334,3.0460963445235967,-4.128240619597157,-1.7334807484802872,-6.242476889416027,-4.428864817096878,-3.336658810305815,True,1.0,True,1.0,False,
