ticker,data_ticker,signal_type,signal_date,entry_date,entry_open,regime,spy_close,spy_ma50,spy_ma200,swing_start,swing_low,swing_distance_pct,stop_hit_20d,days_to_stop,mfe_20d_pct,mae_20d_pct,mfe_before_stop_pct,mae_before_stop_pct,ret_5d_pct,ret_10d_pct,ret_15d_pct,ret_20d_pct,hit_2pct_before_stop,days_to_2pct,hit_3pct_before_stop,days_to_3pct,hit_5pct_before_stop,days_to_5pct
CAH,CAH,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,45.80284853357564,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-27,41.99301682754546,9.072536325923375,True,4.0,3.9088578345244374,-27.658373749191732,3.9088578345244374,-12.726929708935797,-7.9103233099687476,-11.522775195500735,-19.34050268836478,-10.298608368459682,True,1.0,True,1.0,False,
CAT,CAT,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,112.20533063930684,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-26,105.16379226463279,6.695782096707603,True,4.0,2.0157461091289353,-31.10235699692556,2.0157461091289353,-18.086594586123915,-16.149580446073088,-21.102386146172293,-20.204716971029935,-8.62990463054578,True,0.0,False,,False,
CL,CL,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,62.24510279156208,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-28,56.90000227415144,9.393849391529496,True,7.0,4.024839904980704,-19.379738208162777,4.024839904980704,-12.887664424512336,-1.0199815402179846,-3.239151733722201,-15.671955514020553,-8.53205153643275,True,0.0,True,1.0,False,
CTAS,CTAS,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,65.05548944052967,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-26,59.80441967460577,8.78040418165551,True,4.0,3.3310464495579284,-44.36353723145919,3.3310464495579284,-10.371668788608545,-3.2336827507906563,-24.61154745894223,-37.34452471055304,-37.553620500877194,True,0.0,True,0.0,False,
ECL,ECL,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,179.3028708365769,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-26,162.3335067874855,10.453395842243696,True,7.0,6.415222373876905,-35.00203025424934,6.415222373876905,-14.15192237401337,-0.7023861584936286,-11.579822312668654,-20.202763801830237,-18.71081342156029,True,0.0,True,1.0,True,1.0
GWW,GWW,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,267.608198074238,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-26,249.6289908438382,7.202371475213432,True,4.0,2.823342004158902,-30.418638141180033,2.823342004158902,-12.722416788973344,-3.014093665350037,-14.526035469116383,-17.210650488248458,-13.808067575677708,True,1.0,False,,False,
JNJ,JNJ,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,117.69563582190735,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-19,109.97817089871857,7.017269754646094,True,7.0,2.5999984816579724,-22.02855875888925,2.5999984816579724,-11.071431365035133,1.1714090835932334,-2.4357105293253634,-14.871417063643078,-6.33572678203238,True,1.0,False,,False,
KMB,KMB,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,111.61856176492712,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-20,99.95714633023232,11.66641492161904,True,7.0,5.252005849778962,-21.315492081044173,5.252005849778962,-13.408633195576913,0.27194591303558724,2.4406097718204123,-16.537258108043652,-9.078338638369953,True,1.0,True,1.0,True,1.0
KO,KO,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,46.59425375625285,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-26,42.34199799393283,10.042643152855767,True,7.0,3.946445896948103,-35.53891424665346,3.946445896948103,-17.74137665233101,-5.461584974457756,-16.149089611953073,-29.887279311698645,-21.3564496849334,True,1.0,True,1.0,False,
MCD,MCD,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,174.75014185374062,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-27,163.33951942898534,6.985830780355795,True,4.0,2.554471973371464,-38.49998383407806,2.554471973371464,-8.86135202343138,-1.059376449838445,-26.920763215646314,-19.826702534487406,-18.14354813697774,True,1.0,False,,False,
PEP,PEP,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,112.06423556088497,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-26,104.84325580005144,6.8874051132147285,True,7.0,4.023605615080439,-25.574156645280986,4.023605615080439,-16.643361284896308,-1.5629965046779937,-6.274218059853187,-16.459918998191224,-11.86608873136411,True,1.0,True,1.0,False,
PG,PG,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,101.45853636614216,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-26,90.39155116858085,12.243384535930035,True,7.0,4.142636222838059,-21.20606305788214,4.142636222838059,-15.64352548476865,0.6848711455835987,-1.2444776147885306,-13.747623414416521,-8.126627640415728,True,1.0,True,1.0,False,
SHW,SHW,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,170.43929708930514,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-26,156.92763520237085,8.610122665462905,True,7.0,6.353156446599173,-39.79315773391319,6.353156446599173,-12.85981653207634,1.017557243115852,-22.226748687028074,-16.003108442275483,-14.985553222052406,True,0.0,True,1.0,True,1.0
SPGI,SPGI,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,260.2519112769017,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-25,230.77236192784844,12.774298058391453,True,4.0,2.6946899522804824,-35.803733130268675,2.6946899522804824,-16.5200081925842,-10.578588697000368,-21.450482541934722,-24.555753765615542,-15.450424822487719,True,0.0,False,,False,
SWK,SWK,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,115.7958485309756,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-24,106.7669316538527,8.456660444636,True,2.0,2.2198652933145047,-50.51255217806745,2.2198652933145047,-10.477191498174998,-7.677636522723985,-35.72992960593939,-36.18239922957957,-29.303640730452386,True,0.0,False,,False,
SWK,SWK,V0.1,2020-03-02,2020-03-03,115.7958485309756,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-24,106.7669316538527,8.456660444636,True,2.0,2.2198652933145047,-50.51255217806745,2.2198652933145047,-10.477191498174998,-7.677636522723985,-35.72992960593939,-36.18239922957957,-29.303640730452386,True,0.0,False,,False,
T,T,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,18.092003329643507,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-27,16.028364592260672,12.87491762184687,True,7.0,2.5764739039277895,-30.005367930808703,2.5764739039277895,-16.639828857335825,-3.7842102146873446,-9.447132745404618,-24.610862589211823,-21.76597545586262,True,1.0,False,,False,
TROW,TROW,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,94.37271595815693,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-26,86.22013972626036,9.455535861783716,True,4.0,3.6161947607896927,-33.03794238062192,3.6161947607896927,-16.827394688956808,-9.361949416840766,-12.261949431748587,-27.36513696252031,-20.750892073911288,True,1.0,True,1.0,False,
WMT,WMT,STOCH_ONLY_CONTROL,2020-03-02,2020-03-03,35.41733038232093,GREEN,281.7414855957031,296.880341796875,275.8556195068359,2020-02-26,31.844486189725043,11.219663496246636,True,7.0,10.337729212957125,-12.129543549896349,3.9627909538714423,-11.285311791625885,3.1960820824818104,2.7395333083369833,-0.46602328936609094,-1.686107559385408,True,4.0,True,4.0,False,
ADM,ADM,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,32.42032995539773,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-21,29.920023334517076,8.35663325835776,True,3.0,1.5991718456650261,-25.406248469380966,1.5991718456650261,-9.775589507012583,-9.543487966642983,-14.831055219154932,-15.656442820568007,-12.638620873698192,False,,False,,False,
ADM,ADM,V0.1,2020-03-03,2020-03-04,32.42032995539773,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-21,29.920023334517076,8.35663325835776,True,3.0,1.5991718456650261,-25.406248469380966,1.5991718456650261,-9.775589507012583,-9.543487966642983,-14.831055219154932,-15.656442820568007,-12.638620873698192,False,,False,,False,
ADP,ADP,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,137.22806892566157,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-26,130.39349774710246,5.241496927871925,True,5.0,3.9136453856225106,-34.510885598833895,3.9136453856225106,-8.035598993681713,-6.571142427950926,-25.30773244049913,-22.13840077203384,-17.609858024659207,True,0.0,True,0.0,False,
ALB,ALB,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,78.44230569043783,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-27,70.70505305428937,10.942998133680181,True,3.0,2.022082052036067,-42.20536324895928,2.022082052036067,-18.187162882698203,-17.62282789515437,-18.858157268732413,-29.04820093960989,-35.17166050808698,True,1.0,False,,False,
AMCR,AMCR,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,37.17790951447783,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-14,34.54656207815845,7.616814172033082,True,3.0,0.8238960497728653,-40.26776863095163,0.8238960497728653,-11.328547685152746,-17.713712805824244,-34.19156645870501,-20.597311030406516,-19.052533413051187,False,,False,,False,
AMCR,AMCR,V0.1,2020-03-03,2020-03-04,37.17790951447783,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-14,34.54656207815845,7.616814172033082,True,3.0,0.8238960497728653,-40.26776863095163,0.8238960497728653,-11.328547685152746,-17.713712805824244,-34.19156645870501,-20.597311030406516,-19.052533413051187,False,,False,,False,
APD,APD,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,197.5878581502074,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-26,182.55234529618122,8.236274822781331,True,3.0,2.6013327802665076,-27.651032764698545,2.6013327802665076,-11.5288223321101,-10.20654754110456,-12.898615089280907,-17.401277014019524,-17.675187564153816,True,0.0,False,,False,
APD,APD,V0.1,2020-03-03,2020-03-04,197.5878581502074,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-26,182.55234529618122,8.236274822781331,True,3.0,2.6013327802665076,-27.651032764698545,2.6013327802665076,-11.5288223321101,-10.20654754110456,-12.898615089280907,-17.401277014019524,-17.675187564153816,True,0.0,False,,False,
ATO,ATO,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,92.44537602283924,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-26,87.12680843315137,6.104398502980368,True,6.0,4.82675464761162,-27.811744129808847,4.82675464761162,-16.147873946226497,-4.71557572575485,-1.9455337106698778,-16.34242199206546,-12.321666137566002,True,0.0,True,0.0,False,
ATO,ATO,V0.1,2020-03-03,2020-03-04,92.44537602283924,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-26,87.12680843315137,6.104398502980368,True,6.0,4.82675464761162,-27.811744129808847,4.82675464761162,-16.147873946226497,-4.71557572575485,-1.9455337106698778,-16.34242199206546,-12.321666137566002,True,0.0,True,0.0,False,
BF-B,BF-B,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,55.14759128681889,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-26,52.251594191102576,5.542409070093868,True,3.0,3.5222616232532644,-28.26429544159502,3.5222616232532644,-15.050689461646405,-10.523055905720247,-12.353360499142497,-16.367240607720433,-14.151575965547035,True,0.0,True,0.0,False,
BF-B,BF-B,V0.1,2020-03-03,2020-03-04,55.14759128681889,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-26,52.251594191102576,5.542409070093868,True,3.0,3.5222616232532644,-28.26429544159502,3.5222616232532644,-15.050689461646405,-10.523055905720247,-12.353360499142497,-16.367240607720433,-14.151575965547035,True,0.0,True,0.0,False,
CB,CB,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,133.56926614534035,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-27,128.45771328709372,3.979171610211263,True,3.0,2.954706258497297,-40.93980609401583,2.954706258497297,-10.777567295089563,-11.230561594950272,-32.515192758557546,-30.648571192831618,-29.03401176758581,True,0.0,False,,False,
ED,ED,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,67.6761628521141,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-25,62.08237058690492,9.010274917544914,True,12.0,11.578815045808199,-26.860041151537096,11.578815045808199,-16.200909406044172,1.9926721000842695,8.713571252142739,-16.365996251739457,-8.489552569251469,True,0.0,True,0.0,True,3.0
ED,ED,V0.1,2020-03-03,2020-03-04,67.6761628521141,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-25,62.08237058690492,9.010274917544914,True,12.0,11.578815045808199,-26.860041151537096,11.578815045808199,-16.200909406044172,1.9926721000842695,8.713571252142739,-16.365996251739457,-8.489552569251469,True,0.0,True,0.0,True,3.0
ESS,ESS,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,233.99363056399773,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-28,220.46618549877883,6.135836674732964,True,5.0,2.6924552114448552,-40.45787445366928,2.6924552114448552,-7.024073049021029,-6.004663697274848,-30.14866378270864,-32.004574301245604,-31.534636452450904,True,0.0,False,,False,
HRL,HRL,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,35.86482803456111,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-24,32.837922709721504,9.217712556292422,True,6.0,17.5410385680135,-11.017333867526846,2.760034398405975,-11.017333867526846,-3.581210933111678,10.104912087899077,-4.333932542513697,5.725376121075887,True,0.0,False,,False,
HRL,HRL,V0.1,2020-03-03,2020-03-04,35.86482803456111,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-24,32.837922709721504,9.217712556292422,True,6.0,17.5410385680135,-11.017333867526846,2.760034398405975,-11.017333867526846,-3.581210933111678,10.104912087899077,-4.333932542513697,5.725376121075887,True,0.0,False,,False,
ITW,ITW,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,147.2269682605127,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-26,139.2763959913194,5.708485068560254,True,3.0,3.4370230517399847,-32.4595208960704,3.4370230517399847,-12.617971592403377,-7.7071125303844745,-17.41816940102564,-16.38704764910083,-19.43220417099806,True,0.0,True,0.0,False,
LIN,LIN,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,180.8801832218631,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-26,169.52955958260958,6.695365496848638,True,3.0,3.7046402871113715,-25.70532809985138,3.7046402871113715,-12.736291996404569,-11.926051680081894,-20.23617819729987,-16.29126894580992,-18.53465791029294,True,0.0,True,0.0,False,
LIN,LIN,V0.1,2020-03-03,2020-03-04,180.8801832218631,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-26,169.52955958260958,6.695365496848638,True,3.0,3.7046402871113715,-25.70532809985138,3.7046402871113715,-12.736291996404569,-11.926051680081894,-20.23617819729987,-16.29126894580992,-18.53465791029294,True,0.0,True,0.0,False,
LOW,LOW,V0.1,2020-03-03,2020-03-04,98.141254369601,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-27,91.2444898674703,7.5585545079467575,True,3.0,2.5652641954392985,-45.80436331101916,2.5652641954392985,-15.861276062330932,-10.44169263495861,-41.27000738816415,-24.379028314915573,-27.35978704140315,True,0.0,False,,False,
MDT,MDT,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,84.79545690950798,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-20,79.84251736851708,6.2033859956223125,True,3.0,1.3944419918291429,-29.66355101081636,1.3944419918291429,-10.570464334940965,-9.858579753667163,-27.313473288670465,-15.338838923898246,-17.46815686872395,False,,False,,False,
MDT,MDT,V0.1,2020-03-03,2020-03-04,84.79545690950798,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-20,79.84251736851708,6.2033859956223125,True,3.0,1.3944419918291429,-29.66355101081636,1.3944419918291429,-10.570464334940965,-9.858579753667163,-27.313473288670465,-15.338838923898246,-17.46815686872395,False,,False,,False,
O,O,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,53.40973434167745,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-28,48.71898717640021,9.62817052885998,True,6.0,2.984479633465531,-50.03945669020804,2.984479633465531,-13.147521332390866,-3.2868869260600952,-44.12309929737893,-28.346022885648516,-38.634371865715465,True,0.0,False,,False,
PPG,PPG,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,92.85475648978053,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-18,87.89979341134999,5.637058844089093,True,3.0,1.9644898800633026,-34.10466386411073,1.9644898800633026,-9.831894881373493,-8.415178444338645,-31.129581840036458,-19.049894592457196,-24.54666366341617,False,,False,,False,
PPG,PPG,V0.1,2020-03-03,2020-03-04,92.85475648978053,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-18,87.89979341134999,5.637058844089093,True,3.0,1.9644898800633026,-34.10466386411073,1.9644898800633026,-9.831894881373493,-8.415178444338645,-31.129581840036458,-19.049894592457196,-24.54666366341617,False,,False,,False,
ROP,ROP,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,345.0135521920087,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-26,327.76666681483937,5.26194000896143,True,3.0,2.3170345425375993,-33.16252789250789,2.3170345425375993,-16.450376383789166,-10.022853410520227,-19.998348246409293,-20.580379631972246,-18.218774525665825,True,0.0,False,,False,
ROP,ROP,V0.1,2020-03-03,2020-03-04,345.0135521920087,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-26,327.76666681483937,5.26194000896143,True,3.0,2.3170345425375993,-33.16252789250789,2.3170345425375993,-16.450376383789166,-10.022853410520227,-19.998348246409293,-20.580379631972246,-18.218774525665825,True,0.0,False,,False,
SYY,SYY,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,57.98771044846604,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-26,54.92776409923655,5.570855467011482,True,3.0,2.1685702467944434,-62.41144960503795,2.1685702467944434,-12.895765670349368,-20.26890956957206,-54.83591131787393,-34.00319083343169,-39.467988384010674,True,0.0,False,,False,
SYY,SYY,V0.1,2020-03-03,2020-03-04,57.98771044846604,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-26,54.92776409923655,5.570855467011482,True,3.0,2.1685702467944434,-62.41144960503795,2.1685702467944434,-12.895765670349368,-20.26890956957206,-54.83591131787393,-34.00319083343169,-39.467988384010674,True,0.0,False,,False,
TGT,TGT,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,89.34401719819223,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-26,84.11695531892276,6.214040747732108,True,6.0,2.4205345967448944,-15.401882667590394,2.4205345967448944,-13.635517491784466,-1.3271255298925477,-3.9065459237402456,-14.91589742580488,-10.962641470423995,True,4.0,False,,False,
UTX,RTX,STOCH_ONLY_CONTROL,2020-03-03,2020-03-04,72.89576367281481,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-25,68.23270483041748,6.834052459134798,True,3.0,4.016658541912288,-48.6611047035823,4.016658541912288,-16.31212720952234,-20.03123449351627,-40.940187788567705,-28.451351968512828,-32.03659605770297,True,0.0,True,0.0,False,
UTX,RTX,V0.1,2020-03-03,2020-03-04,72.89576367281481,YELLOW,273.67462158203125,296.55609130859375,275.9314714050293,2020-02-25,68.23270483041748,6.834052459134798,True,3.0,4.016658541912288,-48.6611047035823,4.016658541912288,-16.31212720952234,-20.03123449351627,-40.940187788567705,-28.451351968512828,-32.03659605770297,True,0.0,True,0.0,False,
GD,GD,STOCH_ONLY_CONTROL,2020-03-04,2020-03-05,141.97942820135788,GREEN,285.177978515625,296.4381396484375,276.0731967163086,2020-02-26,134.05528480831975,5.911101083682402,True,2.0,1.9859036444466849,-38.93477839167946,1.9859036444466849,-10.974141350145972,-19.695140518273934,-28.318959635858263,-19.13032768591919,-22.312649195142598,False,,False,,False,
LEG,LEG,STOCH_ONLY_CONTROL,2020-03-04,2020-03-05,30.11011780019452,GREEN,285.177978515625,296.4381396484375,276.0731967163086,2020-01-31,29.356987460245684,2.5654210636179897,True,1.0,0.7401758888935905,-43.10886995000881,0.7401758888935905,-5.997944388895126,-23.224095482585405,-32.46923342027272,-21.726278388112817,-37.4791491108169,False,,False,,False,
LEG,LEG,V0.1,2020-03-04,2020-03-05,30.11011780019452,GREEN,285.177978515625,296.4381396484375,276.0731967163086,2020-01-31,29.356987460245684,2.5654210636179897,True,1.0,0.7401758888935905,-43.10886995000881,0.7401758888935905,-5.997944388895126,-23.224095482585405,-32.46923342027272,-21.726278388112817,-37.4791491108169,False,,False,,False,
VFC,VFC,STOCH_ONLY_CONTROL,2020-03-04,2020-03-05,59.52872279838687,GREEN,285.177978515625,296.4381396484375,276.0731967163086,2020-02-26,57.02766630384657,4.38568971280453,True,2.0,0.0,-37.8943328754347,0.0,-14.537521607022331,-23.72864704666522,-21.34474653095717,-14.661545741079928,-32.31348286204552,False,,False,,False,
TROW,TROW,V0.1,2020-03-16,2020-03-17,76.05325857361673,YELLOW,218.62791442871094,289.4635528564453,275.92716247558593,2020-03-09,67.62841933224965,12.45754273802695,True,4.0,10.31215772396321,-16.908343413446648,10.31215772396321,-16.908343413446648,-9.86909138862787,-1.661629067389081,2.618343085840147,-0.3222436691311392,True,0.0,True,0.0,True,0.0
CAT,CAT,V0.1,2020-03-17,2020-03-18,83.04080935377468,YELLOW,230.43211364746094,288.1945364379883,275.84264495849607,2020-03-09,77.30682813428892,7.417173046506731,False,,37.88697508165237,-3.5642489952776635,37.88697508165237,-3.5642489952776635,11.36288231485274,18.470011168371148,35.54628375498261,20.459615491320516,True,0.0,True,0.0,True,0.0
ALB,ALB,V0.1,2020-03-18,2020-03-19,61.71146685455461,YELLOW,218.7646484375,286.6697476196289,275.7029351043701,2020-03-10,53.143259897642366,16.12284788967633,True,1.0,1.923363967844427,-26.536431649277013,1.923363967844427,-20.33058149576946,-9.15101785849819,-19.36889070133291,0.706207451694163,-7.63334717102434,False,,False,,False,
ABBV,ABBV,STOCH_ONLY_CONTROL,2020-03-19,2020-03-20,56.355741030722115,YELLOW,219.22952270507812,285.1708450317383,275.53877311706543,2020-03-18,49.94045280958612,12.845875157753017,True,1.0,18.633736209066875,-14.315058729709563,0.0,-14.315058729709563,-0.45205397009615567,0.5068774412349875,10.000024947451047,16.770737571275298,False,,False,,False,
O,O,V0.1,2020-03-23,2020-03-24,32.31547450375802,YELLOW,204.41824340820312,281.5850421142578,275.05905548095706,2020-03-16,26.683793457418595,21.10524897940893,False,,32.54568432030764,-5.25591031308571,32.54568432030764,-5.25591031308571,8.821427268247483,7.664734548407259,12.400886414450518,9.519879051111623,True,0.0,True,0.0,True,0.0
LOW,LOW,STOCH_ONLY_CONTROL,2020-03-24,2020-03-25,71.01520859515524,YELLOW,222.93919372558594,280.1060073852539,274.8814546966553,2020-03-09,53.188277660157496,33.516653892990455,False,,24.60366679660271,-2.2344287877786417,24.60366679660271,-2.2344287877786417,0.38697003726031465,17.77555693864141,15.391355321202749,19.151024815395033,True,0.0,True,0.0,True,0.0
CAH,CAH,V0.1,2020-03-25,2020-03-26,36.16372338754453,YELLOW,226.27662658691406,278.6528845214844,274.7146112060547,2020-03-20,33.134525498383105,9.14211941652594,False,,24.014145260316155,-1.9005105089004881,24.014145260316155,-1.9005105089004881,10.008339423278745,19.51142172254152,21.407318824438715,19.250760000515065,True,0.0,True,0.0,True,0.0
DOV,DOV,STOCH_ONLY_CONTROL,2020-03-25,2020-03-26,75.83550789193556,YELLOW,226.27662658691406,278.6528845214844,274.7146112060547,2020-03-09,57.96316769239781,30.833960446026154,False,,13.040354629977124,-6.714390775426993,13.040354629977124,-6.714390775426993,-2.136937399722294,8.560028862318525,7.4429565637073924,10.454150317960952,True,0.0,True,2.0,True,3.0
DOV,DOV,V0.1,2020-03-25,2020-03-26,75.83550789193556,YELLOW,226.27662658691406,278.6528845214844,274.7146112060547,2020-03-09,57.96316769239781,30.833960446026154,False,,13.040354629977124,-6.714390775426993,13.040354629977124,-6.714390775426993,-2.136937399722294,8.560028862318525,7.4429565637073924,10.454150317960952,True,0.0,True,2.0,True,3.0
ITW,ITW,V0.1,2020-03-25,2020-03-26,126.574333769539,YELLOW,226.27662658691406,278.6528845214844,274.7146112060547,2020-03-20,99.43779973334064,27.289958254275113,False,,12.132882809845302,-9.044373819417617,12.132882809845302,-9.044373819417617,-3.3301891763192093,8.739880895410646,8.261988657702357,8.023018428448236,True,0.0,True,7.0,True,8.0
JNJ,JNJ,V0.1,2020-03-25,2020-03-26,101.36115238359598,YELLOW,226.27662658691406,278.6528845214844,274.7146112060547,2020-03-23,91.76898352823018,10.452517273894646,False,,30.214834608476693,-0.15758683079304392,30.214834608476693,-0.15758683079304392,10.433778672892569,17.135285561516223,26.084442526110575,28.43992356442182,True,0.0,True,0.0,True,0.0
PEP,PEP,V0.1,2020-03-25,2020-03-26,92.68929174352583,YELLOW,226.27662658691406,278.6528845214844,274.7146112060547,2020-03-20,83.40475241520757,11.131906827200622,False,,22.99708338722337,-0.11533781782797625,22.99708338722337,-0.11533781782797625,9.89266636399131,18.560939695347045,22.03885568763182,19.208591261790552,True,0.0,True,0.0,True,0.0
PG,PG,V0.1,2020-03-25,2020-03-26,88.02731462872494,YELLOW,226.27662658691406,278.6528845214844,274.7146112060547,2020-03-23,79.94317516673377,10.112357240165215,False,,20.321565705282406,-1.2995749998218953,20.321565705282406,-1.2995749998218953,10.127078394829425,10.377374891544399,20.03277524572491,15.106053721809332,True,0.0,True,0.0,True,1.0
PNR,PNR,STOCH_ONLY_CONTROL,2020-03-25,2020-03-26,26.816932069134797,YELLOW,226.27662658691406,278.6528845214844,274.7146112060547,2020-03-09,20.117263976145157,33.30307789833667,False,,16.257672066412777,-8.111815803766776,16.257672066412777,-8.111815803766776,-5.453327331897717,11.929108768232254,8.570133924454538,8.604437410149114,True,0.0,True,0.0,True,0.0
PNR,PNR,V0.1,2020-03-25,2020-03-26,26.816932069134797,YELLOW,226.27662658691406,278.6528845214844,274.7146112060547,2020-03-09,20.117263976145157,33.30307789833667,False,,16.257672066412777,-8.111815803766776,16.257672066412777,-8.111815803766776,-5.453327331897717,11.929108768232254,8.570133924454538,8.604437410149114,True,0.0,True,0.0,True,0.0
SPGI,SPGI,V0.1,2020-03-25,2020-03-26,207.90168889201388,YELLOW,226.27662658691406,278.6528845214844,274.7146112060547,2020-03-18,167.0720114968962,24.43837063389651,False,,23.793881875594636,-0.6133347099486874,23.793881875594636,-0.6133347099486874,4.237012892409808,22.4679250459253,22.053284216079195,22.63637219497918,True,0.0,True,0.0,True,0.0
ABBV,ABBV,V0.1,2020-03-26,2020-03-27,55.29810562177795,YELLOW,239.48890686035156,277.47312225341796,274.61414344787596,2020-03-23,48.28838360461121,14.516373284645123,False,,20.902733287705267,-1.284375546868266,20.902733287705267,-1.284375546868266,2.429178960048639,12.103893064830974,19.00410280856959,19.995916684472004,True,0.0,True,0.0,True,1.0
CLX,CLX,STOCH_ONLY_CONTROL,2020-03-26,2020-03-27,138.35987743218115,YELLOW,239.48890686035156,277.47312225341796,274.61414344787596,2020-03-25,130.77832207105297,5.797256946766027,False,,16.603141925404195,-1.138165137072622,16.603141925404195,-1.138165137072622,4.159568470397845,8.811981347144894,12.895266032270559,11.52666084194336,True,0.0,True,0.0,True,1.0
