signal_type,regime,n,stocks,stop_rate_pct,hit2_before_stop_pct,hit3_before_stop_pct,hit5_before_stop_pct,avg_mfe_before_stop_pct,avg_mae_before_stop_pct,avg_ret_5d_pct,avg_ret_10d_pct,avg_ret_15d_pct,avg_ret_20d_pct,median_swing_distance_pct
STOCH_ONLY_CONTROL,GREEN,20,20,70.0,40.0,30.0,15.0,2.5911299881607666,-6.163977482101515,-3.3226531204913066,-3.839344889958882,-5.4916134670065855,-5.348817648981757,4.06581708963345
STOCH_ONLY_CONTROL,YELLOW,38,25,44.73684210526316,81.57894736842105,65.78947368421053,55.26315789473685,6.696628938047172,-4.287830204174902,1.0093659003913198,0.6633218791938398,1.3572622725373786,1.3800190768553593,4.5643801013575676
V0.1,GREEN,24,24,79.16666666666666,45.83333333333333,33.33333333333333,25.0,4.186878117375138,-6.32872728637325,-2.4034187255696824,-3.2343010910536996,-6.145604559236617,-5.1516326003307364,4.184450588223965
V0.1,YELLOW,14,12,50.0,71.42857142857143,64.28571428571429,42.857142857142854,5.239290130143114,-3.849768228136739,0.9366835622169944,0.9601366126818929,1.2601563563485416,1.673668809286846,4.374369906336284
