signal_type,n,stocks,stop_rate_pct,hit2_before_stop_pct,hit3_before_stop_pct,hit5_before_stop_pct,avg_mfe_before_stop_pct,avg_mae_before_stop_pct,avg_ret_5d_pct,avg_ret_10d_pct,avg_ret_15d_pct,avg_ret_20d_pct,median_swing_distance_pct
STOCH_ONLY_CONTROL,447,52,41.163310961968676,66.66666666666666,57.494407158836694,39.14988814317674,4.6206356614953785,-2.242204852960878,0.8353944110560692,1.2518156251056751,2.028415828676414,2.620388168489454,2.482304077374553
V0.1,314,52,37.898089171974526,71.97452229299363,61.46496815286624,44.5859872611465,5.011309236275528,-2.1024035491435193,1.0273895089728624,1.7820594590832048,2.6005475226301096,2.9913156526258997,2.4862053111378124
