signal_type,n,stocks,stop_rate_pct,hit2_before_stop_pct,hit3_before_stop_pct,hit5_before_stop_pct,avg_mfe_before_stop_pct,avg_mae_before_stop_pct,avg_ret_5d_pct,avg_ret_10d_pct,avg_ret_15d_pct,avg_ret_20d_pct,median_swing_distance_pct
STOCH_ONLY_CONTROL,160,46,39.375,77.5,71.875,50.625,6.7008576984031905,-3.4872308683758293,0.5390421331023969,1.1100621957962369,1.8946064187574578,2.0532140767608515,3.5834870984151057
V0.1,112,45,34.82142857142857,75.89285714285714,67.85714285714286,50.0,6.6408646240218525,-3.736149888038043,0.36113914978235423,1.1760013807831828,1.948834700815492,2.5019848937391975,3.837684933886354
