window,signal_type,signal_date,signals,stocks,stop_rate_pct,avg_ret_20d_pct
BULL_2017,V0.2B_NO_MACD,2017-05-04,1,1,0.0,4.87564542705019
BULL_2017,V0.2B_NO_MACD,2017-05-05,2,2,0.0,4.3700593038984215
BULL_2017,V0.2B_NO_MACD,2017-05-08,1,1,100.0,0.596941237411408
BULL_2017,V0.2B_NO_MACD,2017-05-16,2,2,50.0,3.132736759467769
BULL_2017,V0.2B_NO_MACD,2017-05-18,1,1,0.0,8.041828361688431
BULL_2017,V0.2B_NO_MACD,2017-05-19,2,2,0.0,6.351517151008268
BULL_2017,V0.2B_NO_MACD,2017-05-22,2,2,50.0,2.5881188259378627
BULL_2017,V0.2B_NO_MACD,2017-05-23,3,3,33.33333333333333,0.8862623670617852
BULL_2017,V0.2B_NO_MACD,2017-05-26,1,1,0.0,7.0293874313671845
BULL_2017,V0.2B_NO_MACD,2017-06-02,1,1,100.0,-6.149606012408482
BULL_2017,V0.2B_NO_MACD,2017-06-09,1,1,0.0,0.21063169061381615
BULL_2017,V0.2B_NO_MACD,2017-06-26,1,1,0.0,5.934692298897759
BULL_2017,V0.2B_NO_MACD,2017-06-28,2,2,50.0,0.6652508003188673
BULL_2017,V0.2B_NO_MACD,2017-06-30,2,2,50.0,0.5053893120586239
BULL_2017,V0.2B_NO_MACD,2017-07-03,1,1,100.0,-1.8144962208527016
BULL_2017,V0.2B_NO_MACD,2017-07-05,1,1,100.0,-0.19460248407253689
BULL_2017,V0.2B_NO_MACD,2017-07-06,1,1,100.0,4.209531324246818
BULL_2017,V0.2B_NO_MACD,2017-07-11,2,2,50.0,-1.5424211324161052
BULL_2017,V0.2B_NO_MACD,2017-07-12,2,2,50.0,-0.4973311448389861
BULL_2017,V0.2B_NO_MACD,2017-07-13,2,2,0.0,4.067923495688264
BULL_2017,V0.2B_NO_MACD,2017-07-14,1,1,0.0,2.552607639454174
BULL_2017,V0.2B_NO_MACD,2017-07-17,1,1,100.0,-1.1019307878784357
BULL_2017,V0.2B_NO_MACD,2017-07-18,1,1,0.0,3.278002280155823
BULL_2017,V0.2B_NO_MACD,2017-07-19,2,2,0.0,6.367541453122927
BULL_2017,V0.2B_NO_MACD,2017-07-20,1,1,0.0,5.742783996164014
BULL_2017,V0.2B_NO_MACD,2017-07-25,1,1,100.0,-1.8621124524103916
BULL_2017,V0.2B_NO_MACD,2017-07-27,1,1,100.0,-1.8692354782856246
BULL_2017,V0.2B_NO_MACD,2017-07-31,1,1,0.0,2.0257975477812717
BULL_2017,V0.2B_NO_MACD,2017-08-01,1,1,0.0,0.8226717898064173
BULL_2017,V0.2B_NO_MACD,2017-08-03,2,2,50.0,3.227528117878109
BULL_2017,V0.2B_NO_MACD,2017-08-04,1,1,100.0,-3.6914402583222983
BULL_2017,V0.2B_NO_MACD,2017-08-07,1,1,100.0,-1.5467524266326693
BULL_2017,V0.2B_NO_MACD,2017-08-15,3,3,0.0,2.5684331167807217
