window,v01_n,v02a_n,signal_retention_pct,delta_stop_pp,delta_hit3_pp,delta_hit5_pp,delta_mfe_pp,delta_mae_pp,delta_ret20_pp
BEAR_2022,38,27,71.05263157894737,-1.754385964912288,-0.29239766081871466,-1.9493177387914251,0.0854179131699686,-0.387907851975406,-0.6808879083703925
BULL_2013_2014,314,208,66.24203821656052,5.851910828025474,-6.176506614404701,-4.2013718765311125,-0.3157147300428882,-0.24349077282977216,-0.5633532562250849
BULL_2017,111,80,72.07207207207207,0.7995495495495462,1.2049549549549567,-1.6779279279279251,-0.23402616062292791,0.0013923261396637798,-0.3925256761065613
CHOP_2015_2016,201,145,72.13930348258707,3.86001029336078,-4.741808200377427,-3.4276891405043717,-0.3290706899672835,0.00859410295638785,0.010423745450174715
COVID_2020,96,72,75.0,-8.680555555555557,6.944444444444443,11.805555555555557,1.0934076031153737,1.5488187791264636,3.0922850970392934
GFC_2007_2009,112,72,64.28571428571429,1.2896825396825378,-5.357142857142861,-5.555555555555557,-1.16676280687411,0.4106892820390482,-0.3401246566258167
